master_person_id,first_name,last_name,title,engagement_score,recency_score,profile_fit_score,account_score,readiness_score,score_percentile,priority_tier,readiness_band,score_breakdown_json,eligibility_status,structural_block_flag,top_positive_reasons,top_negative_reasons
MP00000000000183,Tracy,Whitehead,Security Analyst,0.0,0.0,8.23,1.14,9.37,9.45,Cold,Low,"{""engagement"": 0.0, ""recency"": 0.0, ""profile"": 8.23, ""account"": 1.14}",Blocked,True,High profile completeness,"Zero response history (passive sends only), High automation inflation (DQ-8: >70% sends), Individual contributor profile (low decision influence)"
MP00000000000184,Jennifer,Mitchell,Information Security Manager,35.67,25.0,9.43,2.54,72.64,95.92,Warm,High,"{""engagement"": 35.67, ""recency"": 25.0, ""profile"": 9.43, ""account"": 2.54}",Eligible,False,"High interaction volume (3+ responses), Attended premium Event campaign, Hot recency: engaged within past 7 days","Individual contributor profile (low decision influence), Data quality risk: duplicate email address"
MP00000000000185,Karen,Lawrence,Senior Security Analyst,27.67,25.0,8.23,2.65,63.55,87.86,Warm,High,"{""engagement"": 27.67, ""recency"": 25.0, ""profile"": 8.23, ""account"": 2.65}",Eligible,False,"High interaction volume (3+ responses), Hot recency: engaged within past 7 days, Strong buying-committee activity at account","Individual contributor profile (low decision influence), Data quality risk: duplicate email address"
MP00000000000186,James,Horton,Senior SOC Analyst,0.0,0.0,8.23,1.24,9.47,9.57,Cold,Low,"{""engagement"": 0.0, ""recency"": 0.0, ""profile"": 8.23, ""account"": 1.24}",Eligible,False,High profile completeness,"Zero response history (passive sends only), High automation inflation (DQ-8: >70% sends), Individual contributor profile (low decision influence)"
MP00000000000187,Scott,Callahan,Senior SOC Analyst,39.8,23.0,11.43,6.38,80.61,99.42,Hot,Very High,"{""engagement"": 39.8, ""recency"": 23.0, ""profile"": 11.43, ""account"": 6.38}",Eligible,False,"High interaction volume (3+ responses), Attended premium Event campaign, Hot recency: engaged within past 7 days",None
MP00000000000188,Ann,Marquez,,0.0,12.0,9.66,1.18,22.84,24.15,Cold,Low,"{""engagement"": 0.0, ""recency"": 12.0, ""profile"": 9.66, ""account"": 1.18}",Blocked,True,High-tier buying authority (Director/C-Suite),"High automation inflation (DQ-8: >70% sends), Data gap: missing title field, Data quality risk: duplicate email address"
MP00000000000189,Jennifer,Evans,Cybersecurity Manager,2.0,20.0,9.03,0.97,32.0,35.24,Cold,Low,"{""engagement"": 2.0, ""recency"": 20.0, ""profile"": 9.03, ""account"": 0.97}",Blocked,True,"Hot recency: engaged within past 7 days, High-tier buying authority (Director/C-Suite), High profile completeness",High automation inflation (DQ-8: >70% sends)
MP00000000000190,Jennifer,Jones,,22.0,25.0,7.66,5.64,60.3,83.9,Warm,High,"{""engagement"": 22.0, ""recency"": 25.0, ""profile"": 7.66, ""account"": 5.64}",Eligible,False,"Attended premium Event campaign, Hot recency: engaged within past 7 days, Strong buying-committee activity at account","Individual contributor profile (low decision influence), Data gap: missing title field"
MP00000000000191,Elizabeth,Travis,,0.0,0.0,10.23,4.86,15.09,18.32,Cold,Low,"{""engagement"": 0.0, ""recency"": 0.0, ""profile"": 10.23, ""account"": 4.86}",Blocked,True,"High-tier buying authority (Director/C-Suite), High profile completeness","Zero response history (passive sends only), High automation inflation (DQ-8: >70% sends), Data gap: missing title field"
MP00000000000192,Donald,Garcia,Security Operations Manager,20.0,21.0,9.43,2.45,52.88,71.41,Monitor,Medium,"{""engagement"": 20.0, ""recency"": 21.0, ""profile"": 9.43, ""account"": 2.45}",Restricted,False,"Strong buying-committee activity at account, High profile completeness","Individual contributor profile (low decision influence), Data quality risk: shared general inbox address"
MP00000000000193,Jacqueline,Hill,VP Security,0.0,0.0,5.43,5.46,10.89,13.54,Cold,Low,"{""engagement"": 0.0, ""recency"": 0.0, ""profile"": 5.43, ""account"": 5.46}",Eligible,False,"Strong buying-committee activity at account, High profile completeness","Zero response history (passive sends only), High automation inflation (DQ-8: >70% sends), Individual contributor profile (low decision influence)"
MP00000000000194,Brooke,Harvey,Chief Information Security Officer,27.0,6.0,11.43,8.28,52.71,71.3,Monitor,Medium,"{""engagement"": 27.0, ""recency"": 6.0, ""profile"": 11.43, ""account"": 8.28}",Eligible,False,"Attended premium Event campaign, Strategic Named Account profile match, High profile completeness",Individual contributor profile (low decision influence)
MP00000000000195,Eric,Yu,Security Director,2.0,25.0,9.03,2.48,38.51,45.86,Cold,Low,"{""engagement"": 2.0, ""recency"": 25.0, ""profile"": 9.03, ""account"": 2.48}",Eligible,False,"Hot recency: engaged within past 7 days, High-tier buying authority (Director/C-Suite), Strong buying-committee activity at account",High automation inflation (DQ-8: >70% sends)
MP00000000000196,Matthew,Beard,,27.67,23.0,15.83,5.64,72.14,94.98,Warm,High,"{""engagement"": 27.67, ""recency"": 23.0, ""profile"": 15.83, ""account"": 5.64}",Eligible,False,"High interaction volume (3+ responses), Hot recency: engaged within past 7 days, High-tier buying authority (Director/C-Suite)",Data gap: missing title field
MP00000000000197,Jacob,Robinson,Director of Information Security,0.0,0.0,12.8,2.54,15.34,18.44,Cold,Low,"{""engagement"": 0.0, ""recency"": 0.0, ""profile"": 12.8, ""account"": 2.54}",Blocked,True,"Strong buying-committee activity at account, High profile completeness","Zero response history (passive sends only), Individual contributor profile (low decision influence)"
MP00000000000198,Richard,Phillips,Solutions Engineer,0.0,0.0,3.43,2.11,5.54,4.78,Cold,Low,"{""engagement"": 0.0, ""recency"": 0.0, ""profile"": 3.43, ""account"": 2.11}",Eligible,False,"Strong buying-committee activity at account, High profile completeness","Zero response history (passive sends only), Individual contributor profile (low decision influence)"
MP00000000000199,Stefanie,Gonzalez,Threat Analyst,0.0,0.0,8.23,2.38,10.61,13.07,Cold,Low,"{""engagement"": 0.0, ""recency"": 0.0, ""profile"": 8.23, ""account"": 2.38}",Eligible,False,High profile completeness,"Zero response history (passive sends only), Individual contributor profile (low decision influence)"
MP00000000000200,Spencer,Henderson,,0.0,0.0,10.86,2.32,13.18,16.22,Cold,Low,"{""engagement"": 0.0, ""recency"": 0.0, ""profile"": 10.86, ""account"": 2.32}",Eligible,False,High-tier buying authority (Director/C-Suite),"Zero response history (passive sends only), High automation inflation (DQ-8: >70% sends), Data gap: missing title field"
MP00000000000201,Jennifer,Sanchez,Chief Information Security Officer,24.0,20.0,11.43,3.11,58.54,81.45,Monitor,Medium,"{""engagement"": 24.0, ""recency"": 20.0, ""profile"": 11.43, ""account"": 3.11}",Eligible,False,"Hot recency: engaged within past 7 days, High-tier buying authority (Director/C-Suite), Strong buying-committee activity at account",Data quality risk: duplicate email address
MP00000000000202,Joseph,Thomas,,40.6,23.0,10.86,5.89,80.35,99.18,Hot,Very High,"{""engagement"": 40.6, ""recency"": 23.0, ""profile"": 10.86, ""account"": 5.89}",Restricted,False,"High interaction volume (3+ responses), Attended premium Event campaign, Hot recency: engaged within past 7 days","Data gap: missing title field, Data quality risk: duplicate email address"
MP00000000000203,Steven,Torres,Product Manager,22.0,21.0,8.0,4.01,55.01,75.96,Monitor,Medium,"{""engagement"": 22.0, ""recency"": 21.0, ""profile"": 8.0, ""account"": 4.01}",Blocked,True,"Strong buying-committee activity at account, High profile completeness",None
MP00000000000204,Maria,Kelley,Senior SOC Analyst,15.0,6.0,5.43,1.18,27.61,27.19,Cold,Low,"{""engagement"": 15.0, ""recency"": 6.0, ""profile"": 5.43, ""account"": 1.18}",Eligible,False,High profile completeness,Individual contributor profile (low decision influence)
MP00000000000205,Susan,Reid,,25.0,12.0,16.23,5.22,58.45,81.21,Monitor,Medium,"{""engagement"": 25.0, ""recency"": 12.0, ""profile"": 16.23, ""account"": 5.22}",Restricted,False,"Attended premium Event campaign, High-tier buying authority (Director/C-Suite), Strong buying-committee activity at account","Data gap: missing title field, Data quality risk: duplicate email address"
MP00000000000206,Lindsey,Lee,,27.0,6.0,4.86,6.38,44.24,57.06,Monitor,Medium,"{""engagement"": 27.0, ""recency"": 6.0, ""profile"": 4.86, ""account"": 6.38}",Eligible,False,"Attended premium Event campaign, Strategic Named Account profile match, Strong buying-committee activity at account","Individual contributor profile (low decision influence), Data gap: missing title field"
MP00000000000207,Thomas,Gomez,Cyber Security Analyst,20.0,12.0,10.8,2.02,44.82,58.46,Monitor,Medium,"{""engagement"": 20.0, ""recency"": 12.0, ""profile"": 10.8, ""account"": 2.02}",Eligible,False,High profile completeness,"Individual contributor profile (low decision influence), Data quality risk: duplicate email address"
MP00000000000208,Kevin,Kelley,,20.0,16.0,2.86,2.38,41.24,51.58,Monitor,Medium,"{""engagement"": 20.0, ""recency"": 16.0, ""profile"": 2.86, ""account"": 2.38}",Eligible,False,Attended premium Event campaign,"Individual contributor profile (low decision influence), Data gap: missing title field"
MP00000000000209,Heather,Torres,SecOps Manager,0.0,0.0,7.43,4.52,11.95,14.94,Cold,Low,"{""engagement"": 0.0, ""recency"": 0.0, ""profile"": 7.43, ""account"": 4.52}",Blocked,True,High profile completeness,Zero response history (passive sends only)
MP00000000000210,Ronald,Smith,Director of Information Security,0.0,0.0,10.23,5.49,15.72,19.14,Cold,Low,"{""engagement"": 0.0, ""recency"": 0.0, ""profile"": 10.23, ""account"": 5.49}",Eligible,False,"Strong buying-committee activity at account, High profile completeness","Zero response history (passive sends only), High automation inflation (DQ-8: >70% sends), Individual contributor profile (low decision influence)"
MP00000000000211,Wanda,Santos,,15.0,12.0,17.03,1.21,45.24,59.16,Monitor,Medium,"{""engagement"": 15.0, ""recency"": 12.0, ""profile"": 17.03, ""account"": 1.21}",Blocked,True,"High-tier buying authority (Director/C-Suite), High profile completeness",Data gap: missing title field
MP00000000000212,Jeffery,Wagner,,36.0,19.0,9.66,8.01,72.67,96.03,Warm,High,"{""engagement"": 36.0, ""recency"": 19.0, ""profile"": 9.66, ""account"": 8.01}",Eligible,False,"High interaction volume (3+ responses), Attended premium Event campaign, High-tier buying authority (Director/C-Suite)",Data gap: missing title field
MP00000000000213,Christopher,Davis,,0.0,0.0,17.03,0.72,17.75,20.77,Cold,Low,"{""engagement"": 0.0, ""recency"": 0.0, ""profile"": 17.03, ""account"": 0.72}",Eligible,False,"High-tier buying authority (Director/C-Suite), High profile completeness","Zero response history (passive sends only), High automation inflation (DQ-8: >70% sends), Data gap: missing title field"
MP00000000000214,Kristin,Rodriguez,Information Security Manager,19.0,6.0,9.43,5.32,39.75,47.72,Cold,Low,"{""engagement"": 19.0, ""recency"": 6.0, ""profile"": 9.43, ""account"": 5.32}",Eligible,False,"Strategic Named Account profile match, High profile completeness",Individual contributor profile (low decision influence)
MP00000000000215,Kenneth,Flores,,39.0,20.0,6.86,6.43,72.29,95.33,Warm,High,"{""engagement"": 39.0, ""recency"": 20.0, ""profile"": 6.86, ""account"": 6.43}",Blocked,True,"High interaction volume (3+ responses), Attended premium Event campaign, Strong buying-committee activity at account","Data gap: missing title field, Data quality risk: duplicate email address"
MP00000000000216,Robert,Clark,Security Director,22.0,6.0,9.43,4.07,41.5,52.28,Monitor,Medium,"{""engagement"": 22.0, ""recency"": 6.0, ""profile"": 9.43, ""account"": 4.07}",Eligible,False,"Strong buying-committee activity at account, High profile completeness",Individual contributor profile (low decision influence)
MP00000000000217,Danielle,Johnson,,19.0,12.0,9.66,6.61,47.27,62.43,Monitor,Medium,"{""engagement"": 19.0, ""recency"": 12.0, ""profile"": 9.66, ""account"": 6.61}",Eligible,False,"High-tier buying authority (Director/C-Suite), Strong buying-committee activity at account",Data gap: missing title field
MP00000000000218,Raven,Gilbert,,0.0,0.0,7.66,3.65,11.31,13.77,Cold,Low,"{""engagement"": 0.0, ""recency"": 0.0, ""profile"": 7.66, ""account"": 3.65}",Blocked,True,Strong buying-committee activity at account,"Zero response history (passive sends only), High automation inflation (DQ-8: >70% sends), Individual contributor profile (low decision influence)"
MP00000000000219,Susan,Rogers,Director of Information Security,15.0,20.0,5.43,1.87,42.3,53.56,Monitor,Medium,"{""engagement"": 15.0, ""recency"": 20.0, ""profile"": 5.43, ""account"": 1.87}",Eligible,False,"Hot recency: engaged within past 7 days, Strong buying-committee activity at account, High profile completeness",Individual contributor profile (low decision influence)
MP00000000000220,Cynthia,Rogers,,20.0,6.0,10.86,1.87,38.73,46.32,Cold,Low,"{""engagement"": 20.0, ""recency"": 6.0, ""profile"": 10.86, ""account"": 1.87}",Eligible,False,"Attended premium Event campaign, High-tier buying authority (Director/C-Suite), Strong buying-committee activity at account",Data gap: missing title field
MP00000000000221,Martin,Galvan,Director of Cybersecurity,25.0,16.0,10.23,4.83,56.06,77.83,Monitor,Medium,"{""engagement"": 25.0, ""recency"": 16.0, ""profile"": 10.23, ""account"": 4.83}",Eligible,False,"Attended premium Event campaign, Strong buying-committee activity at account, High profile completeness",Individual contributor profile (low decision influence)
MP00000000000222,Jasmine,Graham,Security Director,15.0,12.0,10.23,5.89,43.12,54.61,Monitor,Medium,"{""engagement"": 15.0, ""recency"": 12.0, ""profile"": 10.23, ""account"": 5.89}",Blocked,True,"Strong buying-committee activity at account, High profile completeness",Individual contributor profile (low decision influence)
MP00000000000223,Troy,Sanchez,Partner Alliance Manager,0.0,0.0,18.0,2.17,20.17,22.64,Cold,Low,"{""engagement"": 0.0, ""recency"": 0.0, ""profile"": 18.0, ""account"": 2.17}",Blocked,True,"High-tier buying authority (Director/C-Suite), Strong buying-committee activity at account, High profile completeness",Zero response history (passive sends only)
MP00000000000224,Debra,Gardner,Senior SOC Analyst,5.0,16.0,10.23,4.01,35.24,40.02,Cold,Low,"{""engagement"": 5.0, ""recency"": 16.0, ""profile"": 10.23, ""account"": 4.01}",Eligible,False,"Strong buying-committee activity at account, High profile completeness",Individual contributor profile (low decision influence)
MP00000000000225,Jennifer,Harris,Chief Security Officer,15.0,12.0,17.6,3.52,48.12,63.83,Monitor,Medium,"{""engagement"": 15.0, ""recency"": 12.0, ""profile"": 17.6, ""account"": 3.52}",Eligible,False,"High-tier buying authority (Director/C-Suite), Strong buying-committee activity at account, High profile completeness",None
MP00000000000226,Aaron,Nguyen,,0.0,0.0,15.03,0.87,15.9,19.72,Cold,Low,"{""engagement"": 0.0, ""recency"": 0.0, ""profile"": 15.03, ""account"": 0.87}",Eligible,False,"High-tier buying authority (Director/C-Suite), High profile completeness","Zero response history (passive sends only), Data gap: missing title field"
MP00000000000227,Michelle,Wright,Senior SOC Analyst,31.0,6.0,8.23,4.18,49.41,67.09,Monitor,Medium,"{""engagement"": 31.0, ""recency"": 6.0, ""profile"": 8.23, ""account"": 4.18}",Eligible,False,"High interaction volume (3+ responses), Attended premium Event campaign, Strategic Named Account profile match",Individual contributor profile (low decision influence)
MP00000000000228,Shelby,Byrd,,0.0,0.0,14.23,3.16,17.39,20.42,Cold,Low,"{""engagement"": 0.0, ""recency"": 0.0, ""profile"": 14.23, ""account"": 3.16}",Eligible,False,"Strong buying-committee activity at account, High profile completeness","Zero response history (passive sends only), Data gap: missing title field"
MP00000000000229,Kyle,Ortiz,SecOps Manager,29.67,20.0,10.23,5.83,65.73,90.67,Warm,High,"{""engagement"": 29.67, ""recency"": 20.0, ""profile"": 10.23, ""account"": 5.83}",Eligible,False,"High interaction volume (3+ responses), Attended premium Event campaign, High-tier buying authority (Director/C-Suite)",None
MP00000000000230,Sheila,Wilson,,4.0,20.0,9.66,5.49,39.15,47.14,Cold,Low,"{""engagement"": 4.0, ""recency"": 20.0, ""profile"": 9.66, ""account"": 5.49}",Eligible,False,"Hot recency: engaged within past 7 days, High-tier buying authority (Director/C-Suite), Strong buying-committee activity at account","High automation inflation (DQ-8: >70% sends), Data gap: missing title field"
MP00000000000231,James,Wilson,,0.0,0.0,2.29,1.92,4.21,2.8,Cold,Low,"{""engagement"": 0.0, ""recency"": 0.0, ""profile"": 2.29, ""account"": 1.92}",Eligible,False,None,"Zero response history (passive sends only), High automation inflation (DQ-8: >70% sends), Individual contributor profile (low decision influence)"
MP00000000000232,Richard,Morgan,,0.0,0.0,16.23,1.96,18.19,21.12,Cold,Low,"{""engagement"": 0.0, ""recency"": 0.0, ""profile"": 16.23, ""account"": 1.96}",Eligible,False,"High-tier buying authority (Director/C-Suite), Strong buying-committee activity at account, High profile completeness","Zero response history (passive sends only), High automation inflation (DQ-8: >70% sends), Data gap: missing title field"
MP00000000000233,Andrew,Ryan,Senior SOC Analyst,25.0,25.0,15.6,4.89,70.49,93.7,Warm,High,"{""engagement"": 25.0, ""recency"": 25.0, ""profile"": 15.6, ""account"": 4.89}",Eligible,False,"High interaction volume (3+ responses), Attended premium Event campaign, Hot recency: engaged within past 7 days",None
MP00000000000234,Cheryl,Archer,,19.0,16.0,8.86,5.01,48.87,65.69,Monitor,Medium,"{""engagement"": 19.0, ""recency"": 16.0, ""profile"": 8.86, ""account"": 5.01}",Eligible,False,Strong buying-committee activity at account,"Individual contributor profile (low decision influence), Data gap: missing title field"
MP00000000000235,Nicole,Suarez,,9.0,25.0,8.86,3.41,46.27,61.03,Monitor,Medium,"{""engagement"": 9.0, ""recency"": 25.0, ""profile"": 8.86, ""account"": 3.41}",Eligible,False,"Hot recency: engaged within past 7 days, Strong buying-committee activity at account","High automation inflation (DQ-8: >70% sends), Individual contributor profile (low decision influence), Data gap: missing title field"
MP00000000000236,Anna,Tucker,Vice President Information Security,15.5,23.0,10.23,2.87,51.6,70.25,Monitor,Medium,"{""engagement"": 15.5, ""recency"": 23.0, ""profile"": 10.23, ""account"": 2.87}",Eligible,False,"High interaction volume (3+ responses), Hot recency: engaged within past 7 days, High-tier buying authority (Director/C-Suite)","High automation inflation (DQ-8: >70% sends), Data quality risk: duplicate email address"
MP00000000000237,Michael,Jimenez,Information Security Director,9.0,25.0,9.03,4.01,47.04,62.08,Monitor,Medium,"{""engagement"": 9.0, ""recency"": 25.0, ""profile"": 9.03, ""account"": 4.01}",Blocked,True,"Hot recency: engaged within past 7 days, High-tier buying authority (Director/C-Suite), Strong buying-committee activity at account","High automation inflation (DQ-8: >70% sends), Data quality risk: duplicate email address"
MP00000000000238,Christopher,Cortez,Cybersecurity Manager,0.0,0.0,9.43,2.05,11.48,14.47,Cold,Low,"{""engagement"": 0.0, ""recency"": 0.0, ""profile"": 9.43, ""account"": 2.05}",Eligible,False,High profile completeness,"Zero response history (passive sends only), Individual contributor profile (low decision influence)"
MP00000000000239,Jeffrey,Robinson,,0.0,20.0,8.86,1.93,30.79,32.32,Cold,Low,"{""engagement"": 0.0, ""recency"": 20.0, ""profile"": 8.86, ""account"": 1.93}",Blocked,True,"Hot recency: engaged within past 7 days, Strong buying-committee activity at account","High automation inflation (DQ-8: >70% sends), Individual contributor profile (low decision influence), Data gap: missing title field"
MP00000000000240,Lori,Oconnell,Director of Cybersecurity,0.0,0.0,7.43,1.08,8.51,8.4,Cold,Low,"{""engagement"": 0.0, ""recency"": 0.0, ""profile"": 7.43, ""account"": 1.08}",Eligible,False,High profile completeness,Zero response history (passive sends only)
MP00000000000241,Kevin,Burns,,36.0,25.0,10.23,5.32,76.55,97.78,Warm,High,"{""engagement"": 36.0, ""recency"": 25.0, ""profile"": 10.23, ""account"": 5.32}",Restricted,False,"High interaction volume (3+ responses), Hot recency: engaged within past 7 days, Strategic Named Account profile match","Individual contributor profile (low decision influence), Data gap: missing title field, Data quality risk: duplicate email address"
MP00000000000242,James,Collins,Senior SOC Analyst,27.0,6.0,2.86,4.0,39.86,47.96,Cold,Low,"{""engagement"": 27.0, ""recency"": 6.0, ""profile"": 2.86, ""account"": 4.0}",Eligible,False,"Attended premium Event campaign, Strategic Named Account profile match",Individual contributor profile (low decision influence)
MP00000000000243,Angela,Sloan,,39.4,25.0,2.29,8.73,75.42,97.08,Warm,High,"{""engagement"": 39.4, ""recency"": 25.0, ""profile"": 2.29, ""account"": 8.73}",Restricted,False,"High interaction volume (3+ responses), Attended premium Event campaign, Hot recency: engaged within past 7 days","Individual contributor profile (low decision influence), Data gap: missing title field, Data quality risk: duplicate email address"
MP00000000000244,Earl,Anderson,,0.0,0.0,11.43,3.98,15.41,18.67,Cold,Low,"{""engagement"": 0.0, ""recency"": 0.0, ""profile"": 11.43, ""account"": 3.98}",Blocked,True,"High-tier buying authority (Director/C-Suite), High profile completeness","Zero response history (passive sends only), Data gap: missing title field"
MP00000000000245,Alexandra,Donovan,Information Security Manager,19.0,6.0,2.86,3.91,31.77,34.07,Cold,Low,"{""engagement"": 19.0, ""recency"": 6.0, ""profile"": 2.86, ""account"": 3.91}",Eligible,False,Strategic Named Account profile match,Individual contributor profile (low decision influence)
MP00000000000246,Michelle,Ray,Cybersecurity Manager,19.0,6.0,9.03,2.87,36.9,42.82,Cold,Low,"{""engagement"": 19.0, ""recency"": 6.0, ""profile"": 9.03, ""account"": 2.87}",Eligible,False,"High-tier buying authority (Director/C-Suite), Strong buying-committee activity at account, High profile completeness",None
MP00000000000247,Lisa,Keith,SOC Analyst,35.5,23.0,15.6,8.18,82.28,99.88,Hot,Very High,"{""engagement"": 35.5, ""recency"": 23.0, ""profile"": 15.6, ""account"": 8.18}",Blocked,True,"High interaction volume (3+ responses), Attended premium Event campaign, Hot recency: engaged within past 7 days",None
MP00000000000248,Travis,Mcguire,,15.0,6.0,9.66,4.32,34.98,39.79,Cold,Low,"{""engagement"": 15.0, ""recency"": 6.0, ""profile"": 9.66, ""account"": 4.32}",Eligible,False,None,"Individual contributor profile (low decision influence), Data gap: missing title field"
MP00000000000249,Alejandro,Vaughan,SOC Analyst,25.0,25.0,8.46,0.0,58.46,81.33,Monitor,Medium,"{""engagement"": 25.0, ""recency"": 25.0, ""profile"": 8.46, ""account"": 0.0}",Eligible,False,"Attended premium Event campaign, Hot recency: engaged within past 7 days, High-tier buying authority (Director/C-Suite)",Data gap: missing account linkage (orphan)
MP00000000000250,Jessica,Nunez,VP Security,0.0,0.0,18.8,0.93,19.73,22.52,Cold,Low,"{""engagement"": 0.0, ""recency"": 0.0, ""profile"": 18.8, ""account"": 0.93}",Eligible,False,"High-tier buying authority (Director/C-Suite), High profile completeness","Zero response history (passive sends only), High automation inflation (DQ-8: >70% sends)"
MP00000000000251,Megan,Parsons,Security Director,22.0,12.0,2.86,8.97,45.83,60.09,Monitor,Medium,"{""engagement"": 22.0, ""recency"": 12.0, ""profile"": 2.86, ""account"": 8.97}",Blocked,True,"Strategic Named Account profile match, Strong buying-committee activity at account",Individual contributor profile (low decision influence)
MP00000000000252,Nicholas,Arnold,,0.0,0.0,9.66,2.65,12.31,15.29,Cold,Low,"{""engagement"": 0.0, ""recency"": 0.0, ""profile"": 9.66, ""account"": 2.65}",Eligible,False,"High-tier buying authority (Director/C-Suite), Strong buying-committee activity at account","Zero response history (passive sends only), Data gap: missing title field"
MP00000000000253,Tanya,House,Security Analyst,33.5,25.0,2.86,3.41,64.77,89.26,Warm,High,"{""engagement"": 33.5, ""recency"": 25.0, ""profile"": 2.86, ""account"": 3.41}",Eligible,False,"High interaction volume (3+ responses), Attended premium Event campaign, Hot recency: engaged within past 7 days",Individual contributor profile (low decision influence)
MP00000000000254,Justin,Garcia,Cybersecurity Manager,0.0,0.0,9.43,2.9,12.33,15.4,Cold,Low,"{""engagement"": 0.0, ""recency"": 0.0, ""profile"": 9.43, ""account"": 2.9}",Eligible,False,"Strong buying-committee activity at account, High profile completeness","Zero response history (passive sends only), Individual contributor profile (low decision influence)"
MP00000000000255,John,Alvarez,,33.0,23.0,9.66,6.92,72.58,95.8,Warm,High,"{""engagement"": 33.0, ""recency"": 23.0, ""profile"": 9.66, ""account"": 6.92}",Eligible,False,"High interaction volume (3+ responses), Hot recency: engaged within past 7 days, Strategic Named Account profile match","Individual contributor profile (low decision influence), Data gap: missing title field"
MP00000000000256,Matthew,Shelton,Chief Information Security Officer,25.0,17.0,14.0,8.73,64.73,89.15,Warm,High,"{""engagement"": 25.0, ""recency"": 17.0, ""profile"": 14.0, ""account"": 8.73}",Eligible,False,"Attended premium Event campaign, Strategic Named Account profile match, Strong buying-committee activity at account",None
MP00000000000257,Kimberly,Moreno,,4.0,12.0,13.43,6.03,35.46,40.26,Cold,Low,"{""engagement"": 4.0, ""recency"": 12.0, ""profile"": 13.43, ""account"": 6.03}",Eligible,False,"Strong buying-committee activity at account, High profile completeness","High automation inflation (DQ-8: >70% sends), Individual contributor profile (low decision influence), Data gap: missing title field"
MP00000000000258,Jonathan,Fletcher,Chief Security Officer,26.33,6.0,11.43,8.58,52.34,71.18,Monitor,Medium,"{""engagement"": 26.33, ""recency"": 6.0, ""profile"": 11.43, ""account"": 8.58}",Eligible,False,"High interaction volume (3+ responses), Attended premium Event campaign, Strategic Named Account profile match",Individual contributor profile (low decision influence)
MP00000000000259,Adam,Wise,,19.67,25.0,15.03,6.67,66.37,91.25,Warm,High,"{""engagement"": 19.67, ""recency"": 25.0, ""profile"": 15.03, ""account"": 6.67}",Eligible,False,"High interaction volume (3+ responses), Hot recency: engaged within past 7 days, High-tier buying authority (Director/C-Suite)",Data gap: missing title field
MP00000000000260,Emily,Walker,,27.0,21.0,8.46,2.56,59.02,82.03,Monitor,Medium,"{""engagement"": 27.0, ""recency"": 21.0, ""profile"": 8.46, ""account"": 2.56}",Eligible,False,"Attended premium Event campaign, High-tier buying authority (Director/C-Suite), Strong buying-committee activity at account",Data gap: missing title field
MP00000000000261,Austin,Stewart,,33.0,19.0,18.23,4.62,74.85,96.85,Warm,High,"{""engagement"": 33.0, ""recency"": 19.0, ""profile"": 18.23, ""account"": 4.62}",Restricted,False,"High interaction volume (3+ responses), High-tier buying authority (Director/C-Suite), High profile completeness","Data gap: missing title field, Data quality risk: duplicate email address"
MP00000000000262,Kathleen,Gray,,17.0,16.0,12.23,2.65,47.88,63.59,Monitor,Medium,"{""engagement"": 17.0, ""recency"": 16.0, ""profile"": 12.23, ""account"": 2.65}",Eligible,False,"Strong buying-committee activity at account, High profile completeness","Individual contributor profile (low decision influence), Data gap: missing title field"
MP00000000000263,Emily,Evans,Security Analyst,0.0,0.0,2.29,0.0,2.29,0.58,Cold,Low,"{""engagement"": 0.0, ""recency"": 0.0, ""profile"": 2.29, ""account"": 0.0}",Blocked,True,None,"Zero response history (passive sends only), High automation inflation (DQ-8: >70% sends), Individual contributor profile (low decision influence)"
MP00000000000264,Aaron,Frost,CISO,12.0,6.0,18.8,8.58,45.38,59.39,Monitor,Medium,"{""engagement"": 12.0, ""recency"": 6.0, ""profile"": 18.8, ""account"": 8.58}",Eligible,False,"Attended premium Event campaign, High-tier buying authority (Director/C-Suite), Strategic Named Account profile match",High automation inflation (DQ-8: >70% sends)
MP00000000000265,Phillip,Elliott,,25.0,6.0,15.03,2.17,48.2,63.94,Monitor,Medium,"{""engagement"": 25.0, ""recency"": 6.0, ""profile"": 15.03, ""account"": 2.17}",Blocked,True,"Attended premium Event campaign, High-tier buying authority (Director/C-Suite), Strong buying-committee activity at account",Data gap: missing title field
MP00000000000266,Ryan,Johnson,,19.0,6.0,2.29,3.65,30.94,32.79,Cold,Low,"{""engagement"": 19.0, ""recency"": 6.0, ""profile"": 2.29, ""account"": 3.65}",Eligible,False,Strong buying-committee activity at account,"Individual contributor profile (low decision influence), Data gap: missing title field"
MP00000000000267,Chad,Hodges,,0.0,0.0,4.86,1.99,6.85,5.48,Cold,Low,"{""engagement"": 0.0, ""recency"": 0.0, ""profile"": 4.86, ""account"": 1.99}",Eligible,False,Strong buying-committee activity at account,"Zero response history (passive sends only), Individual contributor profile (low decision influence), Data gap: missing title field"
MP00000000000268,John,Burns,,30.5,23.0,9.66,1.93,65.09,89.73,Warm,High,"{""engagement"": 30.5, ""recency"": 23.0, ""profile"": 9.66, ""account"": 1.93}",Restricted,False,"High interaction volume (3+ responses), Hot recency: engaged within past 7 days, High-tier buying authority (Director/C-Suite)","Data gap: missing title field, Data quality risk: duplicate email address"
