master_person_id,preferred_entity_id,preferred_entity_type,lead_id,contact_id,email,normalized_email,account_id,first_name,last_name,title,job_persona,job_level,source_entity_types,has_lead_record,has_contact_record,is_connected_pair,broken_conversion_link_flag,duplicate_email_flag,shared_mailbox_flag,entity_resolution_confidence
MP00000000000187,003TmSlB8e7Thcrqj0,Contact,,003TmSlB8e7Thcrqj0,scott.callahan@doyleltd.com,scott.callahan@doyleltd.com,001HnKYaXRvj7uff0L,Scott,Callahan,Senior SOC Analyst,,C-Suite,Contact,False,True,False,False,False,False,1.0
MP00000000000188,003Tmt9OBGhnuKoneN,Contact,00QMjc54bLYFWFKvnZ,003Tmt9OBGhnuKoneN,ann.marquez@masongroup.com,ann.marquez@masongroup.com,001JXke1Mo4iCppaX3,Ann,Marquez,,,VP,"Lead,Contact",True,True,True,True,True,False,0.9
MP00000000000189,003TzZLis9Gu5KxaNq,Contact,,003TzZLis9Gu5KxaNq,jennifer.evans@arroyomillerandtucker.com,jennifer.evans@arroyomillerandtucker.com,001Is9hVLXnGBB19sM,Jennifer,Evans,Cybersecurity Manager,,Director,Contact,False,True,False,False,False,False,1.0
MP00000000000190,003U1yah4uUEeIp6iY,Contact,,003U1yah4uUEeIp6iY,jennifer.jones@georgegroup.com,jennifer.jones@georgegroup.com,001AUuRqphlhHVlnES,Jennifer,Jones,,Security Operations,,Contact,False,True,False,False,False,False,1.0
MP00000000000191,003U5r2MVqt3t9Vj0O,Contact,,003U5r2MVqt3t9Vj0O,elizabeth.travis@rodriguezbrennanandgarrison.com,elizabeth.travis@rodriguezbrennanandgarrison.com,001FVr9Qh8yXv6UmFF,Elizabeth,Travis,,Non-Prospect,VP,Contact,False,True,False,False,False,False,1.0
MP00000000000192,003UQSyPx3BpdbIKaR,Contact,00QVHWGaub52Ztd26f,003UQSyPx3BpdbIKaR,security@highintent.com,security@highintent.com,001NbrnTP3fAbnFbmO,Donald,Garcia,Security Operations Manager,Security Management,,"Lead,Contact",True,True,True,False,False,True,1.0
MP00000000000193,003UTaTJQ9j6A05f8l,Contact,,003UTaTJQ9j6A05f8l,jacqueline.hill@mcclurewardandlee.com,jacqueline.hill@mcclurewardandlee.com,0011Id9Z850kEnydx9,Jacqueline,Hill,VP Security,,Individual Contributor,Contact,False,True,False,False,False,False,1.0
MP00000000000194,003UjqyHl3pxa8Sx8p,Contact,,003UjqyHl3pxa8Sx8p,brooke.harvey@garcia-james.com,brooke.harvey@garcia-james.com,001VHWGaub52Ztd26f,Brooke,Harvey,Chief Information Security Officer,Security Executive,,Contact,False,True,False,False,False,False,1.0
MP00000000000195,003UqwIYvzvQLJOH8r,Contact,,003UqwIYvzvQLJOH8r,eric.yu@edwardsbakerandanderson.com,eric.yu@edwardsbakerandanderson.com,001Ze11MFCIX3BYOtD,Eric,Yu,Security Director,,Director,Contact,False,True,False,False,False,False,1.0
MP00000000000196,003UyGrRm1yiUJX0RC,Contact,,003UyGrRm1yiUJX0RC,matthew.beard@georgegroup.com,matthew.beard@georgegroup.com,001AUuRqphlhHVlnES,Matthew,Beard,,Security Leadership,Director,Contact,False,True,False,False,False,False,1.0
MP00000000000197,003V2F50yggbjFVoQv,Contact,,003V2F50yggbjFVoQv,jacob.robinson@manninggroup.com,jacob.robinson@manninggroup.com,001pxYyhIKHQI7CRBs,Jacob,Robinson,Director of Information Security,Security Leadership,Individual Contributor,Contact,False,True,False,False,False,False,1.0
MP00000000000198,003VE8LwDBpQ8YxTbq,Contact,,003VE8LwDBpQ8YxTbq,richard.phillips@bryantgroup.com,richard.phillips@bryantgroup.com,001gatwqilBIzbvfLu,Richard,Phillips,Solutions Engineer,Partner / Channel,,Contact,False,True,False,False,False,False,1.0
MP00000000000199,003VK0sjpNrhFKETWX,Contact,,003VK0sjpNrhFKETWX,stefanie.gonzalez@millerhernandezandreyes.com,stefanie.gonzalez@millerhernandezandreyes.com,001RtsYh0OPk9pkjI7,Stefanie,Gonzalez,Threat Analyst,Security Operations,,Contact,False,True,False,False,False,False,1.0
MP00000000000200,003VMFkQ5KexibG4QZ,Contact,,003VMFkQ5KexibG4QZ,spencer.henderson@hillinc.com,spencer.henderson@hillinc.com,001QyU7AaqFGJJByVK,Spencer,Henderson,,,C-Suite,Contact,False,True,False,False,False,False,1.0
MP00000000000201,003VNqTIAae24HZKjh,Contact,00QwImAmIxSJzyCaoA,003VNqTIAae24HZKjh,jennifer.sanchez@millerhardyandcollins.com,jennifer.sanchez@millerhardyandcollins.com,001nipuaUkxRFZXe1c,Jennifer,Sanchez,Chief Information Security Officer,,C-Suite,"Lead,Contact",True,True,True,True,True,False,0.9
MP00000000000202,003VaqzU9Ue591EuCp,Contact,00QNTjlib9MLLKobeW,003VaqzU9Ue591EuCp,joseph.thomas@taylorllc.com,joseph.thomas@taylorllc.com,0018EE5GXTeLYHteOt,Joseph,Thomas,,,C-Suite,"Lead,Contact",True,True,True,False,True,False,0.9
MP00000000000203,003VnN4SgeJpB3jN5P,Contact,,003VnN4SgeJpB3jN5P,steven.torres@russellgroup.com,steven.torres@russellgroup.com,001mn1uj3a1iipkOba,Steven,Torres,Product Manager,Non-Prospect,Manager,Contact,False,True,False,False,False,False,1.0
MP00000000000204,003VybmyyO7jsXT54L,Contact,,003VybmyyO7jsXT54L,maria.kelley@smithmontoyaandevans.com,maria.kelley@smithmontoyaandevans.com,001q4jB6nBvbdFo9xb,Maria,Kelley,Senior SOC Analyst,,Individual Contributor,Contact,False,True,False,False,False,False,1.0
MP00000000000205,003WW122qOJDkyMQyy,Contact,"00QBFZf4Y25zyxxfnt,00QeQmYjKtTYfII1G4",003WW122qOJDkyMQyy,susan.reid@short-garcia.com,susan.reid@short-garcia.com,001ReIdHFJjuGhmKfF,Susan,Reid,,Security Management,VP,"Lead,Contact",True,True,True,False,True,False,0.9
MP00000000000206,003WWiAAADaHT63UGb,Contact,,003WWiAAADaHT63UGb,lindsey.lee@doyleltd.com,lindsey.lee@doyleltd.com,001HnKYaXRvj7uff0L,Lindsey,Lee,,,Individual Contributor,Contact,False,True,False,False,False,False,1.0
MP00000000000207,003WYnfwm0wDig4w0W,Contact,00QhATiuhVvED8LNi6,003WYnfwm0wDig4w0W,thomas.gomez@spencerandsons.com,thomas.gomez@spencerandsons.com,001YCFCdCYSyYUJcvd,Thomas,Gomez,Cyber Security Analyst,Security Operations,Individual Contributor,"Lead,Contact",True,True,True,False,True,False,0.9
MP00000000000208,003WeWUcgXFdhpePUW,Contact,,003WeWUcgXFdhpePUW,kevin.kelley@ramirezstricklandandwashington.com,kevin.kelley@ramirezstricklandandwashington.com,0015QHXw3HNfVOwOc8,Kevin,Kelley,,Partner / Channel,,Contact,False,True,False,False,False,False,1.0
MP00000000000209,003WjXqg8n7WhG2KYf,Contact,,003WjXqg8n7WhG2KYf,heather.torres@moore-bass.com,heather.torres@moore-bass.com,001oBrUBHtYDZw69Cr,Heather,Torres,SecOps Manager,,Manager,Contact,False,True,False,False,False,False,1.0
MP00000000000210,003WtFuaQvSMbkuuP4,Contact,,003WtFuaQvSMbkuuP4,ronald.smith@abbott-munoz.com,ronald.smith@abbott-munoz.com,001EeVVhDIq2AnHTmt,Ronald,Smith,Director of Information Security,Security Leadership,,Contact,False,True,False,False,False,False,1.0
MP00000000000211,003XR4bR6IIl92EtEf,Contact,,003XR4bR6IIl92EtEf,wanda.santos@gomez-jenkins.com,wanda.santos@gomez-jenkins.com,001QjBvKNAp0mxDoJJ,Wanda,Santos,,Security Executive,Director,Contact,False,True,False,False,False,False,1.0
MP00000000000212,003XS058H4KPfA1lqu,Contact,,003XS058H4KPfA1lqu,jeffery.wagner@rossllc.com,jeffery.wagner@rossllc.com,001jQzW52TdimuPGtk,Jeffery,Wagner,,,VP,Contact,False,True,False,False,False,False,1.0
MP00000000000213,003XStazn0h6Oj5sRz,Contact,,003XStazn0h6Oj5sRz,christopher.davis@joycewilsonandlam.com,christopher.davis@joycewilsonandlam.com,0010DlgkCplTXJUk13,Christopher,Davis,,Security Executive,Director,Contact,False,True,False,False,False,False,1.0
MP00000000000214,003XpKCPoPVGQ9taae,Contact,,003XpKCPoPVGQ9taae,kristin.rodriguez@nolanandsons.com,kristin.rodriguez@nolanandsons.com,0012WNl7A4dhjkuRv6,Kristin,Rodriguez,Information Security Manager,Security Management,,Contact,False,True,False,False,False,False,1.0
MP00000000000215,003XtE9A4mqbWrINcS,Contact,00QMVAJMGwjjQsAtZd,003XtE9A4mqbWrINcS,kenneth.flores@lloydinc.com,kenneth.flores@lloydinc.com,001Q0OsGFUsd37EgEK,Kenneth,Flores,,,Manager,"Lead,Contact",True,True,True,False,True,False,0.9
MP00000000000216,003XwbjaX6ft8kdVON,Contact,,003XwbjaX6ft8kdVON,robert.clark@holmeswilliamsandwright.com,robert.clark@holmeswilliamsandwright.com,001w6AQOfMXSfjSNTt,Robert,Clark,Security Director,Security Management,,Contact,False,True,False,False,False,False,1.0
MP00000000000217,003Y2bTu5X1YqWg21n,Contact,,003Y2bTu5X1YqWg21n,danielle.johnson@rasmussenllc.com,danielle.johnson@rasmussenllc.com,0014vvVSNQLlpIn8sr,Danielle,Johnson,,,VP,Contact,False,True,False,False,False,False,1.0
MP00000000000218,003Y5DtwY3LVvSbYn1,Contact,,003Y5DtwY3LVvSbYn1,raven.gilbert@smith-bowen.com,raven.gilbert@smith-bowen.com,001Y7gbtP7ySeQMgV0,Raven,Gilbert,,Security Operations,,Contact,False,True,False,False,False,False,1.0
MP00000000000219,003Y8DztgjzEPyVcfp,Contact,,003Y8DztgjzEPyVcfp,susan.rogers@snydercamposandcallahan.com,susan.rogers@snydercamposandcallahan.com,001dp0CXP9K63LSFZH,Susan,Rogers,Director of Information Security,,Individual Contributor,Contact,False,True,False,False,False,False,1.0
MP00000000000220,003YKVMxA9zdpotfQ1,Contact,,003YKVMxA9zdpotfQ1,cynthia.rogers@snydercamposandcallahan.com,cynthia.rogers@snydercamposandcallahan.com,001dp0CXP9K63LSFZH,Cynthia,Rogers,,,C-Suite,Contact,False,True,False,False,False,False,1.0
MP00000000000221,003YMrfF0rir1agkKj,Contact,,003YMrfF0rir1agkKj,martin.galvan@torres-pope.com,martin.galvan@torres-pope.com,001HRsYwP8KXSQbD7W,Martin,Galvan,Director of Cybersecurity,Security Leadership,,Contact,False,True,False,False,False,False,1.0
MP00000000000222,003YNPROqCQpL70aVN,Contact,,003YNPROqCQpL70aVN,jasmine.graham@williams-cook.com,jasmine.graham@williams-cook.com,0018EE5GXTeLYHteOt,Jasmine,Graham,Security Director,Security Leadership,,Contact,False,True,False,False,False,False,1.0
MP00000000000223,003Yb7L0P6QWoIt7wY,Contact,,003Yb7L0P6QWoIt7wY,troy.sanchez@carlson-cruz.com,troy.sanchez@carlson-cruz.com,001ioRRdzHzmA4KR1V,Troy,Sanchez,Partner Alliance Manager,Security Management,C-Suite,Contact,False,True,False,False,False,False,1.0
MP00000000000224,003Yg7NZRBT7qYHDBT,Contact,,003Yg7NZRBT7qYHDBT,debra.gardner@russellgroup.com,debra.gardner@russellgroup.com,001mn1uj3a1iipkOba,Debra,Gardner,Senior SOC Analyst,Security Leadership,,Contact,False,True,False,False,False,False,1.0
MP00000000000225,003ZSy6JHNRcgC22pH,Contact,,003ZSy6JHNRcgC22pH,jennifer.harris@garciallc.com,jennifer.harris@garciallc.com,001UpCXiaZ8iZxNNKq,Jennifer,Harris,Chief Security Officer,Security Executive,Director,Contact,False,True,False,False,False,False,1.0
MP00000000000226,003ZUs9BvYB9WoYKvS,Contact,,003ZUs9BvYB9WoYKvS,aaron.nguyen@stein-silva.com,aaron.nguyen@stein-silva.com,001NQO9IEitBdwaiY7,Aaron,Nguyen,,Security Management,Director,Contact,False,True,False,False,False,False,1.0
MP00000000000227,003ZY0uVLSwCgOawNX,Contact,,003ZY0uVLSwCgOawNX,michelle.wright@hernandezinc.com,michelle.wright@hernandezinc.com,001HNdc06PVz0oRaFx,Michelle,Wright,Senior SOC Analyst,Security Operations,,Contact,False,True,False,False,False,False,1.0
MP00000000000228,003ZaGxEv4gjnl3MZG,Contact,,003ZaGxEv4gjnl3MZG,shelby.byrd@lewiskennedyandsantana.com,shelby.byrd@lewiskennedyandsantana.com,001L2lVSID1u7a67h9,Shelby,Byrd,,Security Leadership,Manager,Contact,False,True,False,False,False,False,1.0
MP00000000000229,003ZrEZsKETnXjsNNh,Contact,,003ZrEZsKETnXjsNNh,kyle.ortiz@meadowsplc.com,kyle.ortiz@meadowsplc.com,0015qOpx4kysRoORaD,Kyle,Ortiz,SecOps Manager,,VP,Contact,False,True,False,False,False,False,1.0
MP00000000000230,003ZszIl98M19FCMmd,Contact,,003ZszIl98M19FCMmd,sheila.wilson@rossrobinsonandbright.com,sheila.wilson@rossrobinsonandbright.com,001zNmREpOaUVgAk7G,Sheila,Wilson,,,VP,Contact,False,True,False,False,False,False,1.0
MP00000000000231,003a3lvgEfFjhEjOoy,Contact,,003a3lvgEfFjhEjOoy,james.wilson@woodscalhounandschmidt.com,james.wilson@woodscalhounandschmidt.com,001UnAvwSWJfdjMPqP,James,Wilson,,,,Contact,False,True,False,False,False,False,1.0
MP00000000000232,003a5FDEkUturFIxYe,Contact,,003a5FDEkUturFIxYe,richard.morgan@gonzalezgroup.com,richard.morgan@gonzalezgroup.com,001ciuDCLFuMk9TsuZ,Richard,Morgan,,Security Operations,C-Suite,Contact,False,True,False,False,False,False,1.0
MP00000000000233,003aKQdFZ1Amm4WvPR,Contact,,003aKQdFZ1Amm4WvPR,andrew.ryan@riverajohnsonandwiley.com,andrew.ryan@riverajohnsonandwiley.com,001rSvBpDmH5RiMKpP,Andrew,Ryan,Senior SOC Analyst,Security Operations,VP,Contact,False,True,False,False,False,False,1.0
MP00000000000234,003aRgBbmHmGqDTiRb,Contact,,003aRgBbmHmGqDTiRb,cheryl.archer@schmidthansenandstewart.com,cheryl.archer@schmidthansenandstewart.com,001xsyf348JkxisEdA,Cheryl,Archer,,Security Management,,Contact,False,True,False,False,False,False,1.0
MP00000000000235,003aWxscHjFndTyBKF,Contact,,003aWxscHjFndTyBKF,nicole.suarez@washingtonryanandcummings.com,nicole.suarez@washingtonryanandcummings.com,001uQO001xtSV2ceN5,Nicole,Suarez,,Security Management,,Contact,False,True,False,False,False,False,1.0
MP00000000000236,003aYsP6ihgIqLSmNq,Contact,00QPiyQTGOPtsb2UiS,003aYsP6ihgIqLSmNq,anna.tucker@williamson.com,anna.tucker@williamson.com,001OQdhtzF3Rth4sMn,Anna,Tucker,Vice President Information Security,,VP,"Lead,Contact",True,True,True,True,True,False,0.9
MP00000000000237,003b8yAtuKUXdKPhpb,Contact,00Qv1PBRKEmIu9XWLj,003b8yAtuKUXdKPhpb,michael.jimenez@hayes-reynolds.com,michael.jimenez@hayes-reynolds.com,001DXQsedBEmLtST18,Michael,Jimenez,Information Security Director,,Director,"Lead,Contact",True,True,True,False,True,False,0.9
MP00000000000238,003bJJqUXlENAJgd4X,Contact,,003bJJqUXlENAJgd4X,christopher.cortez@martinroseandobrien.com,christopher.cortez@martinroseandobrien.com,001tUJrhQR6FEecAtp,Christopher,Cortez,Cybersecurity Manager,Security Management,,Contact,False,True,False,False,False,False,1.0
MP00000000000239,003bOG7rmZ0JfHtKE5,Contact,,003bOG7rmZ0JfHtKE5,jeffrey.robinson@anderson-bailey.com,jeffrey.robinson@anderson-bailey.com,001GOAwwln6Eoie0gV,Jeffrey,Robinson,,Security Management,,Contact,False,True,False,False,False,False,1.0
MP00000000000240,003bm4xmsGCwau4y9i,Contact,,003bm4xmsGCwau4y9i,lori.oconnell@dickson-brady.com,lori.oconnell@dickson-brady.com,0010IZbcNJOVzNEMr7,Lori,Oconnell,Director of Cybersecurity,,Manager,Contact,False,True,False,False,False,False,1.0
MP00000000000241,003buFrEHS2JpDzfOv,Contact,00QUhoT2wvF4OLBzJZ,003buFrEHS2JpDzfOv,kevin.burns@wrightplc.com,kevin.burns@wrightplc.com,0012WNl7A4dhjkuRv6,Kevin,Burns,,Security Operations,Individual Contributor,"Lead,Contact",True,True,True,True,True,False,0.9
MP00000000000242,003bxSDWvJtqbLbYrY,Contact,,003bxSDWvJtqbLbYrY,james.collins@white-estes.com,james.collins@white-estes.com,001GNdzSgVaI5z52Dm,James,Collins,Senior SOC Analyst,,,Contact,False,True,False,False,False,False,1.0
MP00000000000243,003cAq6HXWf2Td6P3g,Contact,00QUQznwo9aPkCJK8C,003cAq6HXWf2Td6P3g,angela.sloan@whiteinc.com,angela.sloan@whiteinc.com,001MPMDEaIaGr8bYPX,Angela,Sloan,,,,"Lead,Contact",True,True,True,False,True,False,0.9
MP00000000000244,003cGOtJt3tlrtBhjq,Contact,,003cGOtJt3tlrtBhjq,earl.anderson@davisandsons.com,earl.anderson@davisandsons.com,001ogrNwwmq6OLkTkx,Earl,Anderson,,Non-Prospect,C-Suite,Contact,False,True,False,False,False,False,1.0
MP00000000000245,003cWDKxfjfM59MdNR,Contact,,003cWDKxfjfM59MdNR,alexandra.donovan@hoffmanbakerandrichards.com,alexandra.donovan@hoffmanbakerandrichards.com,001kfFNuYUPnmbpD0e,Alexandra,Donovan,Information Security Manager,,,Contact,False,True,False,False,False,False,1.0
MP00000000000246,003cc9hoHyx6RHKT2O,Contact,,003cc9hoHyx6RHKT2O,michelle.ray@smith-frost.com,michelle.ray@smith-frost.com,001OQdhtzF3Rth4sMn,Michelle,Ray,Cybersecurity Manager,,Director,Contact,False,True,False,False,False,False,1.0
MP00000000000247,003ccDwJ7eTG1UrGGL,Contact,,003ccDwJ7eTG1UrGGL,lisa.keith@wrightandsons.com,lisa.keith@wrightandsons.com,001sUkiH8G4ZpZDYUv,Lisa,Keith,SOC Analyst,Security Operations,VP,Contact,False,True,False,False,False,False,1.0
MP00000000000248,003ci1niIKrTAIqOkC,Contact,,003ci1niIKrTAIqOkC,travis.mcguire@morton-chase.com,travis.mcguire@morton-chase.com,001zi6sEg3iCPU6zUj,Travis,Mcguire,,Security Leadership,,Contact,False,True,False,False,False,False,1.0
MP00000000000249,003coEQ7OxQXOW1OrO,Contact,,003coEQ7OxQXOW1OrO,alejandro.vaughan@orphan-enterprise.com,alejandro.vaughan@orphan-enterprise.com,,Alejandro,Vaughan,SOC Analyst,,Director,Contact,False,True,False,False,False,False,1.0
MP00000000000250,003csXtTfVc0PkwBM2,Contact,,003csXtTfVc0PkwBM2,jessica.nunez@morales-jones.com,jessica.nunez@morales-jones.com,00117rNy8H6h8l7qgA,Jessica,Nunez,VP Security,Security Executive,VP,Contact,False,True,False,False,False,False,1.0
MP00000000000251,003cxxUweoOgKUivuN,Contact,,003cxxUweoOgKUivuN,megan.parsons@christensenplc.com,megan.parsons@christensenplc.com,001qpepgaxT82ExHgD,Megan,Parsons,Security Director,,,Contact,False,True,False,False,False,False,1.0
MP00000000000252,003dLE4rXLvNMQSOZM,Contact,,003dLE4rXLvNMQSOZM,nicholas.arnold@brown-wall.com,nicholas.arnold@brown-wall.com,001YRsMfihslQFzixl,Nicholas,Arnold,,,VP,Contact,False,True,False,False,False,False,1.0
MP00000000000253,003dUc0wFrQLr5xYbj,Contact,,003dUc0wFrQLr5xYbj,tanya.house@washingtonryanandcummings.com,tanya.house@washingtonryanandcummings.com,001uQO001xtSV2ceN5,Tanya,House,Security Analyst,,,Contact,False,True,False,False,False,False,1.0
MP00000000000254,003dUnD4gl6wsgaI1u,Contact,,003dUnD4gl6wsgaI1u,justin.garcia@burkemartinezandriggs.com,justin.garcia@burkemartinezandriggs.com,001Ybd3Bh4ZucCkJYy,Justin,Garcia,Cybersecurity Manager,Security Management,,Contact,False,True,False,False,False,False,1.0
MP00000000000255,003dmCoUV0z14N0qrj,Contact,,003dmCoUV0z14N0qrj,john.alvarez@king-miller.com,john.alvarez@king-miller.com,001G895i1JwQV7Vbeq,John,Alvarez,,Security Leadership,,Contact,False,True,False,False,False,False,1.0
MP00000000000256,003doLoFF6qtIebN4b,Contact,,003doLoFF6qtIebN4b,matthew.shelton@riggsplc.com,matthew.shelton@riggsplc.com,001MPMDEaIaGr8bYPX,Matthew,Shelton,Chief Information Security Officer,Security Management,Manager,Contact,False,True,False,False,False,False,1.0
MP00000000000257,003dwaiY7FEQz0EfbV,Contact,,003dwaiY7FEQz0EfbV,kimberly.moreno@novakplc.com,kimberly.moreno@novakplc.com,001JnOng0wVJY08YMN,Kimberly,Moreno,,Security Executive,Individual Contributor,Contact,False,True,False,False,False,False,1.0
MP00000000000258,003dxCFZDGZ3CwPQ82,Contact,,003dxCFZDGZ3CwPQ82,jonathan.fletcher@hickmanltd.com,jonathan.fletcher@hickmanltd.com,001f7ZJ69PqcUDO4lK,Jonathan,Fletcher,Chief Security Officer,Security Executive,,Contact,False,True,False,False,False,False,1.0
MP00000000000259,003dzlPLQKWkCJ5fsw,Contact,,003dzlPLQKWkCJ5fsw,adam.wise@davisgroup.com,adam.wise@davisgroup.com,0019HpUlwW1uhw3U3x,Adam,Wise,,Security Operations,VP,Contact,False,True,False,False,False,False,1.0
MP00000000000260,003e0nqsJXM7SJKqJG,Contact,,003e0nqsJXM7SJKqJG,emily.walker@johnson-doyle.com,emily.walker@johnson-doyle.com,001iwItCqpgrxMp1ju,Emily,Walker,,,Director,Contact,False,True,False,False,False,False,1.0
MP00000000000261,003e1z6JJcfOJtqPtq,Contact,00QsZWMdnIjxGlBRxP,003e1z6JJcfOJtqPtq,austin.stewart@lopez-hart.com,austin.stewart@lopez-hart.com,001QzkChMbyIbNiCdx,Austin,Stewart,,Security Executive,VP,"Lead,Contact",True,True,True,True,True,False,0.9
MP00000000000262,003eLBfBh84x3QWdXd,Contact,,003eLBfBh84x3QWdXd,kathleen.gray@mitchellnelsonandflores.com,kathleen.gray@mitchellnelsonandflores.com,001Fvbgz7h6itCmDDB,Kathleen,Gray,,Security Leadership,Individual Contributor,Contact,False,True,False,False,False,False,1.0
MP00000000000263,003eZi2mEgJZOGRpwL,Contact,,003eZi2mEgJZOGRpwL,emily.evans@orphan-enterprise.com,emily.evans@orphan-enterprise.com,,Emily,Evans,Security Analyst,,,Contact,False,True,False,False,False,False,1.0
MP00000000000264,003ekgjjm7bzQ5DATb,Contact,,003ekgjjm7bzQ5DATb,aaron.frost@hickmanltd.com,aaron.frost@hickmanltd.com,001f7ZJ69PqcUDO4lK,Aaron,Frost,CISO,Security Executive,VP,Contact,False,True,False,False,False,False,1.0
MP00000000000265,003f2OH3YBh8xLx0Y8,Contact,,003f2OH3YBh8xLx0Y8,phillip.elliott@carlson-cruz.com,phillip.elliott@carlson-cruz.com,001ioRRdzHzmA4KR1V,Phillip,Elliott,,Security Management,Director,Contact,False,True,False,False,False,False,1.0
MP00000000000266,003f8HrlVj7Qd7lSsg,Contact,,003f8HrlVj7Qd7lSsg,ryan.johnson@smith-bowen.com,ryan.johnson@smith-bowen.com,001Y7gbtP7ySeQMgV0,Ryan,Johnson,,,,Contact,False,True,False,False,False,False,1.0
MP00000000000267,003fACLtTThRRk7GWS,Contact,,003fACLtTThRRk7GWS,chad.hodges@rodriguezllc.com,chad.hodges@rodriguezllc.com,0018GrgmolaHr8IRh1,Chad,Hodges,,,Individual Contributor,Contact,False,True,False,False,False,False,1.0
MP00000000000268,003fVjAh3TBEbBpsZy,Contact,00QkDQ17LEM8wPQysh,003fVjAh3TBEbBpsZy,john.burns@gmail.com,john.burns@gmail.com,001GOAwwln6Eoie0gV,John,Burns,,,VP,"Lead,Contact",True,True,True,False,True,False,0.9
MP00000000000269,003fdjMPqPEBqUhArQ,Contact,,003fdjMPqPEBqUhArQ,cynthia.diaz@scottltd.com,cynthia.diaz@scottltd.com,001ZFfPliupqoU7sSa,Cynthia,Diaz,,Security Operations,Manager,Contact,False,True,False,False,False,False,1.0
MP00000000000270,003ffT6Uhw07JadH08,Contact,,003ffT6Uhw07JadH08,nicholas.johnson@sandoval-cunningham.com,nicholas.johnson@sandoval-cunningham.com,001YYojmLVOkVEUVB5,Nicholas,Johnson,CISO,Security Executive,Individual Contributor,Contact,False,True,False,False,False,False,1.0
MP00000000000271,003ffneKGBavh1RDof,Contact,,003ffneKGBavh1RDof,kyle.brown@bakerandsons.com,kyle.brown@bakerandsons.com,0013MsHarAJOCBnD3X,Kyle,Brown,,,,Contact,False,True,False,False,False,False,1.0
MP00000000000272,003fgUKx7tirfILLWQ,Contact,,003fgUKx7tirfILLWQ,natalie.arroyo@yatesramseyandpittman.com,natalie.arroyo@yatesramseyandpittman.com,001CPwdHnAnqZuJJEv,Natalie,Arroyo,,,Manager,Contact,False,True,False,False,False,False,1.0
MP00000000000273,003fnTTn40ilMphPJd,Contact,,003fnTTn40ilMphPJd,melinda.martin@short-garcia.com,melinda.martin@short-garcia.com,001ltn3Wd9GV98gOqY,Melinda,Martin,Security Director,Security Leadership,C-Suite,Contact,False,True,False,False,False,False,1.0
MP00000000000274,003fz2golOu8PGJ2Vi,Contact,00QgD81HiLNtD3hOwM,003fz2golOu8PGJ2Vi,deborah.diaz@turnerbrownandshea.com,deborah.diaz@turnerbrownandshea.com,001tTThRRk7GWSkhWq,Deborah,Diaz,Vice President Information Security,Security Executive,VP,"Lead,Contact",True,True,True,False,True,False,0.9
MP00000000000275,003g0wVJY08YMNb5Zq,Contact,,003g0wVJY08YMNb5Zq,craig.ramirez@andersongroup.com,craig.ramirez@andersongroup.com,001RCQ5WMO5AHO4Zek,Craig,Ramirez,Senior SOC Analyst,Security Operations,Individual Contributor,Contact,False,True,False,False,False,False,1.0
MP00000000000276,003gCzVnsjX74JIozG,Contact,,003gCzVnsjX74JIozG,daniel.hamilton@jones-young.com,daniel.hamilton@jones-young.com,001EcFK12BGCSzOjD8,Daniel,Hamilton,Threat Analyst,,C-Suite,Contact,False,True,False,False,False,False,1.0
MP00000000000277,003gJSoFc1pDxj51I4,Contact,,003gJSoFc1pDxj51I4,katie.anderson@burkemartinezandriggs.com,katie.anderson@burkemartinezandriggs.com,001Ybd3Bh4ZucCkJYy,Katie,Anderson,Cybersecurity Manager,Security Management,C-Suite,Contact,False,True,False,False,False,False,1.0
MP00000000000278,003gOHafUozD13kay5,Contact,00QismpVDg2dWeDBDg,003gOHafUozD13kay5,lauren.roberts@yahoo.com,lauren.roberts@yahoo.com,001jQzW52TdimuPGtk,Lauren,Roberts,Vice President Information Security,,VP,"Lead,Contact",True,True,True,True,True,False,0.9
MP00000000000279,003gYVxEOfY34NajjG,Contact,,003gYVxEOfY34NajjG,kimberly.henson@walshllc.com,kimberly.henson@walshllc.com,001LAQvc1v9r86eNwX,Kimberly,Henson,SecOps Manager,Security Management,Director,Contact,False,True,False,False,False,False,1.0
MP00000000000280,003gjqeATHuRVNlBNa,Contact,,003gjqeATHuRVNlBNa,karen.carrillo@walkerllc.com,karen.carrillo@walkerllc.com,0015BRh8LojIIf94Ch,Karen,Carrillo,VP Security,Security Executive,Director,Contact,False,True,False,False,False,False,1.0
MP00000000000281,003gmN8DhWD3qNyxxl,Contact,,003gmN8DhWD3qNyxxl,jerry.robinson@dudleygroup.com,jerry.robinson@dudleygroup.com,001eoPni6JDWYlgAAC,Jerry,Robinson,Director of Information Security,Security Leadership,,Contact,False,True,False,False,False,False,1.0
MP00000000000282,003gmolaHr8IRh1E2J,Contact,,003gmolaHr8IRh1E2J,lisa.smith@white-estes.com,lisa.smith@white-estes.com,001GNdzSgVaI5z52Dm,Lisa,Smith,Threat Analyst,Security Operations,C-Suite,Contact,False,True,False,False,False,False,1.0
MP00000000000283,003gpkjVe6MCIJQ2N9,Contact,,003gpkjVe6MCIJQ2N9,joseph.zuniga@donovan-harris.com,joseph.zuniga@donovan-harris.com,001INM1MjeBsrdFtCd,Joseph,Zuniga,,Security Management,C-Suite,Contact,False,True,False,False,False,False,1.0
