contact_id,account_id,email,first_name,last_name,title,contact_status,job_persona,job_level,mql_date,mkto_contact_score,has_lead_origin,primary_lead_id,no_longer_with_company,has_opted_out
003tyM0KFFEIDbugzt,001iYeJA7oqtXRTtqe,anna.baker@johnston-odonnell.com,Anna,Baker,SOC Analyst,Active,Security Operations,,2026-03-12 10:00:00,70,True,00Q9IwiLyccSXGj3i5,False,True
003zzmFLD0TRGI9Dx7,0014vvVSNQLlpIn8sr,brenda.hurst@rasmussenllc.com,Brenda,Hurst,Senior SOC Analyst,Stale,,,2026-03-12 10:00:00,69,True,00Q8JodDGSWxYpJRlB,False,False
0035SrJH3yvVjc7e5O,001im2GNXX9WwHE4Fy,reginald.robinson@woodhunterandpeterson.com,Reginald,Robinson,,Nurture,,Individual Contributor,2026-03-12 10:00:00,60,True,00QQXqE7rs68VRQEDI,False,False
0038jO2DOUrrdVOoT0,001EeVVhDIq2AnHTmt,whitney.hicks@abbott-munoz.com,Whitney,Hicks,Security Analyst,Stale,,,2026-03-12 10:00:00,40,True,00QIqgTod4noguDQi7,False,True
0033iFqYuTOSausPlL,001VIhhWZwZcSH9gZU,christopher.williams@smith-bell.com,Christopher,Williams,SecOps Manager,Active,Security Management,VP,2026-03-12 10:00:00,73,True,00QcZWlU2rcsL5uCNG,False,False
003htzF3Rth4sMnijU,001QyU7AaqFGJJByVK,daniel.burton@hillinc.com,Daniel,Burton,Director of Information Security,Stale,Security Leadership,VP,2026-03-12 10:00:00,67,True,00QPliupqoU7sSaOQd,True,False
003juGhmKfFYCFCdCY,001iYeJA7oqtXRTtqe,laura.henderson@johnston-odonnell.com,Laura,Henderson,Information Security Manager,Stale,,,2026-03-12 10:00:00,83,True,00QHPnpU2fBReIdHFJ,False,False
0039x14xQPHOvlHGTn,001NbrnTP3fAbnFbmO,bryan.james@rodriguezfigueroaandsanchez.com,Bryan,James,Director of Cybersecurity,Active,Security Leadership,,2026-03-12 10:00:00,37,True,00QJcvd95e5bzVV8OA,False,False
003KBP2pcBHUWi9o4J,001w6AQOfMXSfjSNTt,wendy.rice@holmeswilliamsandwright.com,Wendy,Rice,Cybersecurity Manager,Stale,,Manager,2026-03-12 10:00:00,47,True,00QAxoCjl2VbOM63oe,False,False
003GRzslHon1iCdzzG,001LAQvc1v9r86eNwX,tasha.valencia@walshllc.com,Tasha,Valencia,,Active,Security Executive,VP,2026-03-12 10:00:00,51,True,00Q29GzrIKTkQIcvNx,False,False
003s4nlTUU4RRyotrC,0017W491h1pSZVPEJq,alexander.le@hurstfreemanandnelson.com,Alexander,Le,,Nurture,Security Operations,,2026-03-12 10:00:00,70,True,00QBxHZdxLceXKPnm4,False,False
003moJpI6uVESTCTvi,001ZEOQpY7NEkXkSE4,erin.herrera@chambersandsons.com,Erin,Herrera,,Active,,,2026-03-12 10:00:00,54,True,00QCXSVtmtc1TbIKSs,False,False
00354OaGzbSHrFRA6l,001TtLFxJpRa5HSUPw,joseph.davidson@walteredwardsandrios.com,Joseph,Davidson,,Active,Partner / Channel,Manager,2026-03-12 10:00:00,60,True,00Q7G0eYdaiNejnCdN,False,False
003IdakEAWJ1fGcn13,0017tO4fJHS64k2k59,daniel.graham@johnson-carlson.com,Daniel,Graham,,Nurture,Security Management,,2026-03-12 10:00:00,90,True,00QYqyxzJ9oQ0O1Vfx,False,False
0033uUi9SF8dBZvV7y,0017nJ6iUo8k2fRN2B,shawn.mckay@ramirezgroup.com,Shawn,Mckay,,Active,Security Operations,,2026-03-12 10:00:00,53,True,00Q3Ic5t7KUSyekoZy,False,False
003tgatwqilBIzbvfL,001Ze11MFCIX3BYOtD,nancy.baker@edwardsbakerandanderson.com,Nancy,Baker,,Nurture,Security Management,,2026-03-12 10:00:00,63,True,00QEw6AQOfMXSfjSNT,False,False
0036SEMCiay0x1BAZO,001pxYyhIKHQI7CRBs,vincent.white@manninggroup.com,Vincent,White,,Disqualified,,,2026-03-12 10:00:00,86,True,00QSI9pGQkqqjkrsWw,False,False
003lVbT6mXZe0XPisp,001pCLxb0lnXv2Rra6,rita.harrell@romerogonzalezandbrooks.com,Rita,Harrell,Security Director,Active,Security Leadership,Manager,2026-03-12 10:00:00,66,True,00QDlytTN8WurWw5m9,False,False
003kLINO7uXggnUIQn,001DN8pbWvTMVTucHY,kenneth.fowler@harris-walters.com,Kenneth,Fowler,Threat Analyst,Active,,,2026-03-12 10:00:00,51,True,00QLKH51zc8RYK4gpP,False,False
003CecSbvgX5TFIuAC,00130S5NXFhmiXbIwX,chelsea.hernandez@tranjordanandwilliams.com,Chelsea,Hernandez,,Nurture,,VP,2026-03-12 10:00:00,41,True,00Qj9Ds5fZTvvWGvgS,False,False
003q1GNLLKv0MYRsMf,001nuVxUZpfbH9vOWO,kathryn.ryan@dyerpotterandmack.com,Kathryn,Ryan,,Nurture,Security Management,VP,2026-03-12 10:00:00,87,True,00QbMmKyRmUYdg2luC,False,False
003dwaiY7FEQz0EfbV,001JnOng0wVJY08YMN,kimberly.moreno@novakplc.com,Kimberly,Moreno,,Active,Security Executive,Individual Contributor,2026-03-12 10:00:00,52,True,00QQFzixlNQO9IEitB,False,False
003ZUs9BvYB9WoYKvS,001NQO9IEitBdwaiY7,aaron.nguyen@stein-silva.com,Aaron,Nguyen,,Active,Security Management,Director,2026-03-12 10:00:00,66,True,00QCUVIhhWZwZcSH9g,False,False
003491h1pSZVPEJqzC,001FEQz0EfbVsrHkCU,andrew.hickman@smithgilmoreandjohnston.com,Andrew,Hickman,Partner Alliance Manager,Nurture,,,2026-03-12 10:00:00,73,True,00QmdvrHuRrq19Qf7W,False,False
003EurHi0W3VcMZb5j,001jQzW52TdimuPGtk,natasha.decker@rossllc.com,Natasha,Decker,Information Security Manager,Active,Security Management,,2026-03-12 10:00:00,53,True,00Q2CEK10f8NR0Xy8Z,False,False
003ffneKGBavh1RDof,0013MsHarAJOCBnD3X,kyle.brown@bakerandsons.com,Kyle,Brown,,Stale,,,2026-03-12 10:00:00,72,True,00Q42s22fwfPOdMTUA,False,False
003fgUKx7tirfILLWQ,001CPwdHnAnqZuJJEv,natalie.arroyo@yatesramseyandpittman.com,Natalie,Arroyo,,Nurture,,Manager,2026-03-12 10:00:00,86,True,00QVUi9iGaOBSMjzQ1,False,False
003AHkD9eKan56yrSV,001DXQsedBEmLtST18,christopher.tucker@hancockandsons.com,Christopher,Tucker,,Stale,Security Operations,,2026-03-12 10:00:00,35,True,00QyOWXoxoNe3awtx0,True,False
003fACLtTThRRk7GWS,0018GrgmolaHr8IRh1,chad.hodges@rodriguezllc.com,Chad,Hodges,,Disqualified,,Individual Contributor,2026-03-12 10:00:00,91,True,00QrtFmYHyNZQeRT0d,False,False
003gJSoFc1pDxj51I4,001Ybd3Bh4ZucCkJYy,katie.anderson@burkemartinezandriggs.com,Katie,Anderson,Cybersecurity Manager,Stale,Security Management,C-Suite,2026-03-12 10:00:00,52,True,00Q2VbYqdSJeCwEJwp,False,False
003IamIsMCKEVm3Vpa,001ILft9SGVZe8NBQv,thomas.pierce@nolan-flynn.com,Thomas,Pierce,,Stale,Security Management,,2026-03-12 10:00:00,82,True,00QSqexF3lX87eCr0u,True,False
0033GRx8ffiYeJA7oq,0010pKGytvukFhF4vT,joseph.brennan@sanchezwheelerandharvey.com,Joseph,Brennan,SecOps Manager,Active,,Manager,2026-03-12 10:00:00,57,True,00Q26aO0TgGoEd9Sf5,False,False
003jQZRcZufpwFPq9b,00130S5NXFhmiXbIwX,rodney.lewis@tranjordanandwilliams.com,Rodney,Lewis,Threat Analyst,Stale,Security Operations,Manager,2026-03-12 10:00:00,43,True,00QqemWKjkCzH7mtqh,False,False
003mOYf0Yh6d5ASExA,001xG7YXipN2Ig00rV,amber.blair@turnerriggsandroman.com,Amber,Blair,Information Security Manager,Active,Security Management,C-Suite,2026-03-12 10:00:00,60,True,00QgXhdWnmyQ6fK4e9,False,False
003bxSDWvJtqbLbYrY,001GNdzSgVaI5z52Dm,james.collins@white-estes.com,James,Collins,Senior SOC Analyst,Active,,,2026-03-12 10:00:00,60,True,00QjMMOE2DfxzNXp9H,False,False
003XR4bR6IIl92EtEf,001QjBvKNAp0mxDoJJ,wanda.santos@gomez-jenkins.com,Wanda,Santos,,Nurture,Security Executive,Director,2026-03-12 10:00:00,40,True,00QgOqY4d9n0Xv00kK,False,True
003PKuu8TBNEtRI3Mw,0015qOpx4kysRoORaD,samuel.holmes@meadowsplc.com,Samuel,Holmes,Software Engineer,Nurture,Non-Prospect,,2026-03-12 10:00:00,59,True,00QMXvlX1djRigGweR,False,False
003uevtN7YPTuanQvW,001GoEd9Sf53GRx8ff,david.walker@rodriguez-johnson.com,David,Walker,,Active,Security Management,C-Suite,2026-03-12 10:00:00,62,True,00QslaRJ0VJltYLNgE,False,False
003gv3je68u93RAOLA,0011Id9Z850kEnydx9,matthew.chapman@mcclurewardandlee.com,Matthew,Chapman,,Active,,C-Suite,2026-03-12 10:00:00,64,True,00Qkz2vxZWJVnBXcbq,False,False
003gmN8DhWD3qNyxxl,001eoPni6JDWYlgAAC,jerry.robinson@dudleygroup.com,Jerry,Robinson,Director of Information Security,Active,Security Leadership,,2026-03-12 10:00:00,77,True,00QI5HOsfyIEdafZMD,False,False
003Josy0cJGJ8j6B6k,001CtlRJoWcURYxPY8,chad.welch@jonesinc.com,Chad,Welch,,Active,Non-Prospect,,2026-03-12 10:00:00,51,True,00QIjRfPYzUodyG7Q6,False,False
003MGAzjKV65IgrHvz,0018EE5GXTeLYHteOt,jeremy.whitehead@williams-cook.com,Jeremy,Whitehead,Threat Analyst,Active,Security Operations,VP,2026-03-12 10:00:00,63,True,00QA9MZp44eyyurC2W,False,False
0031Q8osUVtTLfB4zE,001gcLRdTyon1dFrYT,michele.jones@bentleybyrdandorr.com,Michele,Jones,VP Security,Active,Security Executive,,2026-03-12 10:00:00,65,True,00QyMQyy2QdDqxuXt0,False,False
003FNhbxKl1Kvk3UQr,0018EE5GXTeLYHteOt,john.caldwell@williams-cook.com,John,Caldwell,,Active,Security Operations,,2026-03-12 10:00:00,67,True,00QtFi02blZZpC4RqZ,False,False
003s7NAxvpCPZygFP0,001DN8pbWvTMVTucHY,jason.anderson@harris-walters.com,Jason,Anderson,,Nurture,Security Operations,VP,2026-03-12 10:00:00,66,True,00Q1OQqzbWVa4OLapX,False,False
003SO9qzycRJlTnHW4,001ioQaRY9AiexTgt2,selena.duncan@alvaradomillerandpatterson.com,Selena,Duncan,Senior SOC Analyst,Nurture,,,2026-03-12 10:00:00,74,True,00Q9N1qS3sjV3XXLOQ,False,False
003uqs0D1K6e3F1xsd,001RBT7qYHDBTq0Zf2,thomas.mueller@harrellllc.com,Thomas,Mueller,Partner Alliance Manager,Active,Partner / Channel,,2026-03-12 10:00:00,62,True,00Q2lghqYVlQufwUtW,False,False
003WWiAAADaHT63UGb,001HnKYaXRvj7uff0L,lindsey.lee@doyleltd.com,Lindsey,Lee,,Active,,Individual Contributor,2026-03-12 10:00:00,58,True,00Q39i1lfu9tdCmVJj,False,False
003k4Ybn9nbFhSXxNV,001g2luCq1GNLLKv0M,collin.jordan@russell-daniels.com,Collin,Jordan,Information Security Manager,Active,Security Management,Director,2026-03-12 10:00:00,47,True,00QgFsec6CGGAQi9EU,False,False
003z3FMrWELWZ8wzjH,001Wz5FYrsK9EjHvIH,rodney.owens@robinsonjonesandwelch.com,Rodney,Owens,,Active,Security Executive,,2026-03-12 10:00:00,64,True,00QZchBhpRmQaAgGMR,False,False
003csXtTfVc0PkwBM2,00117rNy8H6h8l7qgA,jessica.nunez@morales-jones.com,Jessica,Nunez,VP Security,Active,Security Executive,VP,2026-03-12 10:00:00,55,True,00Q4ZPjfFSgpo9sCgk,False,False
003QlxwbQZ8i5hzcqt,001gJSoFc1pDxj51I4,tracey.garcia@wellsinc.com,Tracey,Garcia,Cybersecurity Manager,Active,,,2026-03-12 10:00:00,80,True,00Q7qx0XOXhRd6jzKX,False,False
003a5FDEkUturFIxYe,001ciuDCLFuMk9TsuZ,richard.morgan@gonzalezgroup.com,Richard,Morgan,,Active,Security Operations,C-Suite,2026-03-12 10:00:00,70,True,00Qn72GQMATDPNjZ3M,False,False
003ZY0uVLSwCgOawNX,001HNdc06PVz0oRaFx,michelle.wright@hernandezinc.com,Michelle,Wright,Senior SOC Analyst,Active,Security Operations,,2026-03-12 10:00:00,75,True,00Q8UbzcIZX7N3IOCv,False,False
003KVBO7iEGd50DF5k,001gatwqilBIzbvfLu,james.west@bryantgroup.com,James,West,Information Security Manager,Active,Security Management,VP,2026-03-12 10:00:00,73,True,00QiSSgLl5yCWSgz5Z,False,False
003sR1S6NmMsvP8O7F,001YHyNZQeRT0dfACL,robert.ramirez@walker-jones.com,Robert,Ramirez,Senior SOC Analyst,Active,,Director,2026-03-12 10:00:00,71,True,00QL2Fx84Vq78CizRU,False,False
0038QjdWmHwCMPInOy,001xQPHOvlHGTnabsP,john.leblanc@parkerortizandpowell.com,John,Leblanc,Senior SOC Analyst,Stale,Security Operations,VP,2026-03-12 10:00:00,58,True,00QK6SP3H2AagxddqW,False,False
003TmSlB8e7Thcrqj0,001HnKYaXRvj7uff0L,scott.callahan@doyleltd.com,Scott,Callahan,Senior SOC Analyst,Active,,C-Suite,2026-03-12 10:00:00,77,True,00QzWQ7dUm11BnNRwK,False,False
003Hzv2Pus6MDIUOhv,001vNMQSOZM4OtBJTf,andrea.williams@powellllc.com,Andrea,Williams,Security Analyst,Active,,C-Suite,2026-03-12 10:00:00,69,True,00Q5LVM0sWIeRG7GWj,False,False
003k7HaePV1AgHR8WO,001YsP6ihgIqLSmNqE,yvette.huff@adamszunigaandwong.com,Yvette,Huff,Cybersecurity Manager,Active,Security Management,,2026-03-12 10:00:00,65,True,00Q46xHr4YxXBc3lF6,False,False
003dUc0wFrQLr5xYbj,001uQO001xtSV2ceN5,tanya.house@washingtonryanandcummings.com,Tanya,House,Security Analyst,Disqualified,,,2026-03-12 10:00:00,68,True,00QcelpeY4zBztyhaS,False,False
003fnTTn40ilMphPJd,001ltn3Wd9GV98gOqY,melinda.martin@short-garcia.com,Melinda,Martin,Security Director,Active,Security Leadership,C-Suite,2026-03-12 10:00:00,34,True,00QsNs271O7a2icJyH,False,False
003JwtAapnTB0iT2Cw,001nipuaUkxRFZXe1c,todd.lewis@jonesinc.com,Todd,Lewis,Chief Security Officer,Disqualified,Security Executive,,2026-03-12 10:00:00,43,True,00QegSEuhOgM3tBMsK,False,False
003IH9DWwnVTsCFyFP,001RtsYh0OPk9pkjI7,richard.brown@millerhernandezandreyes.com,Richard,Brown,Security Analyst,Stale,Security Operations,VP,2026-03-12 10:00:00,66,True,00Q01iHq2eebFbKzK4,True,False
00342cOg8NqTJJxxK3,00140fAraVNqTIAae2,nicholas.galloway@reidfergusonandsanchez.com,Nicholas,Galloway,,Active,,Director,2026-03-12 10:00:00,76,True,00QJJ2jT6cVoqoPGXy,False,False
003OzuhPDKOzphKiF3,001Lh8WvAwFv0Yg7NZ,joseph.bowers@bakermasonandwhite.com,Joseph,Bowers,,Active,,Individual Contributor,2026-03-12 10:00:00,50,True,00QzYvX3a2BoFrjjLY,False,False
003VMFkQ5KexibG4QZ,001QyU7AaqFGJJByVK,spencer.henderson@hillinc.com,Spencer,Henderson,,Active,,C-Suite,2026-03-12 10:00:00,67,True,00Qz8N2TY6nLDDnziK,False,False
0036DVvX4ZJApV4fLH,001zi6sEg3iCPU6zUj,susan.cowan@morton-chase.com,Susan,Cowan,,Active,,Director,2026-03-12 10:00:00,66,True,00Q2GUfO3Ha6QAA2RA,False,False
003mIIlID9JWyi1hoW,001AUuRqphlhHVlnES,angela.higgins@georgegroup.com,Angela,Higgins,,Stale,Security Management,VP,2026-03-12 10:00:00,57,True,00QGGxmXzgAKqHJL9y,False,False
0039MGSL6YNBmOXrcL,001gcLRdTyon1dFrYT,eric.phillips@bentleybyrdandorr.com,Eric,Phillips,CISO,Active,,Director,2026-03-12 10:00:00,62,True,00QIRRj7afj5Adnecx,False,False
003vYo7CzakFIFvhFp,001DpLm4IWxHwqFEg8,tanya.riley@jacksonmillerandrobertson.com,Tanya,Riley,VP Security,Nurture,,Manager,2026-03-12 10:00:00,86,True,00QO8fryPzmaR4ITIK,False,False
003GaZpfPYe5Dv3q6Q,001f7ZJ69PqcUDO4lK,amy.adkins@hickmanltd.com,Amy,Adkins,Threat Analyst,Stale,Security Operations,Director,2026-03-12 10:00:00,83,True,00QVU7CCKbheN9Pot7,True,False
003t32JrlVFyUhGA6c,001Z2cuVixkZVYkBzP,brian.silva@suarezllc.com,Brian,Silva,Chief Security Officer,Active,,Director,2026-03-12 10:00:00,75,True,00QqoZZwWhe7Ea170x,False,False
003AzUwyBJ8QYSXI1m,001Ybd3Bh4ZucCkJYy,wesley.farrell@burkemartinezandriggs.com,Wesley,Farrell,CISO,Active,Security Executive,,2026-03-12 10:00:00,68,True,00QhGtaPxgw1lqq7vl,False,False
003UqwIYvzvQLJOH8r,001Ze11MFCIX3BYOtD,eric.yu@edwardsbakerandanderson.com,Eric,Yu,Security Director,Active,,Director,2026-03-12 10:00:00,67,True,00Qi3NHtEp1cgknp0f,False,False
003SLy3W6UGBk0hopU,001im2GNXX9WwHE4Fy,christopher.lopez@woodhunterandpeterson.com,Christopher,Lopez,,Active,Security Management,VP,2026-03-12 10:00:00,65,True,00QeMC71N5ALz4evtO,False,False
003Gkcw41C15Ii6HKC,001im2GNXX9WwHE4Fy,brooke.leonard@woodhunterandpeterson.com,Brooke,Leonard,Security Consultant,Stale,Partner / Channel,,2026-03-12 10:00:00,57,True,00Q6DdVG9gMf5yoTBh,False,False
003EUsVXLXHl2BpSOZ,001uQO001xtSV2ceN5,joe.wilson@washingtonryanandcummings.com,Joe,Wilson,,Active,,Director,2026-03-12 10:00:00,74,True,00QH4DoftzjaGVirHQ,False,False
003tj8b8rhBafanAWE,001DN8pbWvTMVTucHY,pamela.sanchez@harris-walters.com,Pamela,Sanchez,Director of Information Security,Active,Security Leadership,Manager,2026-03-12 10:00:00,66,True,00QXMRqOGqleigCCRE,False,False
003UjqyHl3pxa8Sx8p,001VHWGaub52Ztd26f,brooke.harvey@garcia-james.com,Brooke,Harvey,Chief Information Security Officer,Active,Security Executive,,,43,False,,False,False
003tuNc6GpNm31nhNu,0018GrgmolaHr8IRh1,robert.silva@rodriguezllc.com,Robert,Silva,,Stale,,Manager,,53,False,,False,False
003cWDKxfjfM59MdNR,001kfFNuYUPnmbpD0e,alexandra.donovan@hoffmanbakerandrichards.com,Alexandra,Donovan,Information Security Manager,Active,,,,48,False,,False,False
0033TbxSpcRIHEJHuD,001QYXzENpOSWe9DyF,james.moran@green-wright.com,James,Moran,,Active,Security Operations,VP,2026-04-20 11:30:00,68,False,,False,False
003waNxlb1WoSOHyGE,001MPMDEaIaGr8bYPX,john.foster@riggsplc.com,John,Foster,Director of Information Security,Nurture,Security Leadership,Manager,,48,False,,False,False
003eZi2mEgJZOGRpwL,,emily.evans@orphan-enterprise.com,Emily,Evans,Security Analyst,Stale,,,,56,False,,True,False
003DNwU3YXdMGTZenG,001ePut0SstzyshA6P,leslie.walton@wilkerson-day.com,Leslie,Walton,,Disqualified,Security Operations,C-Suite,,66,False,,False,False
003MlUzgNwCP2klyuj,001QYXzENpOSWe9DyF,charles.ellis@green-wright.com,Charles,Ellis,VP Security,Stale,Security Executive,,,38,False,,False,False
0030zNZuoHxIUwC7ac,001BovCzfAPxj5eZff,yolanda.ferrell@henderson-bernard.com,Yolanda,Ferrell,,Stale,,Individual Contributor,,38,False,,True,False
0039ntV6Y4FJJfCjq3,001h7i71S87XwXaHCP,charles.lewis@westhendersonandramirez.com,Charles,Lewis,Senior SOC Analyst,Active,,,2026-04-20 11:30:00,46,False,,False,False
003SXkZQJ4KsTJedVv,0012ODH0A2TVwyJmIe,joseph.mahoney@shieldscochranandadams.com,Joseph,Mahoney,,Active,,,,48,False,,False,True
003aWxscHjFndTyBKF,001uQO001xtSV2ceN5,nicole.suarez@washingtonryanandcummings.com,Nicole,Suarez,,Active,Security Management,,2026-04-20 11:30:00,42,False,,False,False
003HqyARVDmyJI9Gpq,001JtVEFEtb6F7nvdE,mike.moore@patton-jenkins.com,Mike,Moore,Security Director,Active,Security Leadership,,2026-04-20 11:30:00,32,False,,False,False
003tKbs9M9BjcYmxU0,001zNmREpOaUVgAk7G,martha.warner@rossrobinsonandbright.com,Martha,Warner,Information Security Manager,Active,Security Operations,,,46,False,,False,False
003aRgBbmHmGqDTiRb,001xsyf348JkxisEdA,cheryl.archer@schmidthansenandstewart.com,Cheryl,Archer,,Active,Security Management,,2026-04-20 11:30:00,32,False,,False,False
003MdOayq0O1b1Oox8,001ePut0SstzyshA6P,destiny.smith@wilkerson-day.com,Destiny,Smith,Threat Analyst,Active,Security Operations,Director,,22,False,,False,False
003C5bpGuyjvvMo8FY,001YRsMfihslQFzixl,lisa.evans@brown-wall.com,Lisa,Evans,SecOps Manager,Active,Security Management,,,44,False,,False,False
003rj3Ofx7LMooj84u,001D04wzInjq5Jzjux,elizabeth.mcmillan@harveydavisandcrane.com,Elizabeth,Mcmillan,Security Analyst,Active,Security Operations,Director,,40,False,,False,False
003Q34A4VOJjeHSl0j,001NgAC72qFl41sNLj,dennis.wilson@hendersonramirezandlewis.com,Dennis,Wilson,,Active,Security Management,,,60,False,,False,False
003NTjlib9MLLKobeW,001nuVxUZpfbH9vOWO,daniel.tran@dyerpotterandmack.com,Daniel,Tran,Threat Analyst,Active,,Director,,45,False,,False,False
003ilbVaqzU9Ue591E,001Ze11MFCIX3BYOtD,joseph.jacobs@edwardsbakerandanderson.com,Joseph,Jacobs,CISO,Stale,Security Management,,,34,False,,False,False
003ZSy6JHNRcgC22pH,001UpCXiaZ8iZxNNKq,jennifer.harris@garciallc.com,Jennifer,Harris,Chief Security Officer,Active,Security Executive,Director,,70,False,,False,False
003ysZCAMdGiZCShW6,001tTThRRk7GWSkhWq,cynthia.baker@williamsjohnsonandwright.com,Cynthia,Baker,Threat Analyst,Active,Security Operations,VP,,15,False,,False,False
003SmCpQ4XShhBwGxX,001xQPHOvlHGTnabsP,tracy.whitehead@parkerortizandpowell.com,Tracy,Whitehead,Security Analyst,Stale,Security Operations,,,50,False,,False,False
0034JOj1lSAtVBMhim,001g2luCq1GNLLKv0M,meghan.davis@russell-daniels.com,Meghan,Davis,SOC Analyst,Active,Security Operations,VP,,39,False,,False,True
0032oKDzeLpHMIZdjO,001EeVVhDIq2AnHTmt,rodney.hill@abbott-munoz.com,Rodney,Hill,Chief Information Security Officer,Nurture,Security Executive,,,42,False,,False,False
003dzlPLQKWkCJ5fsw,0019HpUlwW1uhw3U3x,adam.wise@davisgroup.com,Adam,Wise,,Active,Security Operations,VP,,47,False,,False,False
0031uznmdJ8GfSLWRA,001YYojmLVOkVEUVB5,dana.green@sandoval-cunningham.com,Dana,Green,Cybersecurity Manager,Active,Security Management,C-Suite,,35,False,,False,False
003GNElLR8abMh0X9z,001zuLWOefQrSO42uK,joyce.arnold@smithplc.com,Joyce,Arnold,,Stale,Security Operations,Director,,42,False,,False,False
003WtFuaQvSMbkuuP4,001EeVVhDIq2AnHTmt,ronald.smith@abbott-munoz.com,Ronald,Smith,Director of Information Security,Active,Security Leadership,,2026-04-20 11:30:00,46,False,,False,False
003CY5dGJQIbJu4Xej,001NgAC72qFl41sNLj,charles.ware@hendersonramirezandlewis.com,Charles,Ware,SecOps Manager,Active,Security Management,VP,,53,False,,False,False
003K1URtbzEoC6nsgW,001qpepgaxT82ExHgD,rebecca.gardner@christensenplc.com,Rebecca,Gardner,,Active,Security Operations,Director,,48,False,,False,False
003l5TGWi2Y6PiSCSG,001HnKYaXRvj7uff0L,mary.aguilar@doyleltd.com,Mary,Aguilar,Partner Alliance Manager,Active,Partner / Channel,VP,,41,False,,False,False
003cGOtJt3tlrtBhjq,001ogrNwwmq6OLkTkx,earl.anderson@davisandsons.com,Earl,Anderson,,Active,Non-Prospect,C-Suite,,24,False,,False,False
003iRrpeMvBiDPgdAl,001pxYyhIKHQI7CRBs,kyle.nolan@manninggroup.com,Kyle,Nolan,,Active,,,,53,False,,False,False
003PH8UCiY5DCQSCon,001RtsYh0OPk9pkjI7,laura.valencia@millerhernandezandreyes.com,Laura,Valencia,Director of Information Security,Active,,,,44,False,,False,False
0032CbDvCkVLhgYXuO,001EBqUhArQEPcyLas,rachel.clark@yuinc.com,Rachel,Clark,,Nurture,Security Executive,C-Suite,,44,False,,False,False
003DemRA8JvRkPTSZh,001pxYyhIKHQI7CRBs,john.garcia@manninggroup.com,John,Garcia,,Active,,C-Suite,,39,False,,False,False
003gYVxEOfY34NajjG,001LAQvc1v9r86eNwX,kimberly.henson@walshllc.com,Kimberly,Henson,SecOps Manager,Active,Security Management,Director,2026-04-20 11:30:00,58,False,,False,False
0034s6A8vfa9zhswId,001gJSoFc1pDxj51I4,richard.oliver@wellsinc.com,Richard,Oliver,,Nurture,Security Management,Director,2026-04-20 11:30:00,37,False,,False,False
003KMSzAnkiI0wzr2h,001YTH8xIZM1JRcore,eric.spears@mcclainmillerandhenderson.com,Eric,Spears,,Stale,,,,31,False,,False,False
0038iiX13R5MCAYxnA,001HnKYaXRvj7uff0L,michelle.cherry@doyleltd.com,Michelle,Cherry,,Active,,Individual Contributor,,52,False,,False,False
003ccDwJ7eTG1UrGGL,001sUkiH8G4ZpZDYUv,lisa.keith@wrightandsons.com,Lisa,Keith,SOC Analyst,Stale,Security Operations,VP,,21,False,,True,False
003M4HaC4Juv8skRLs,001fGcn13Dce53Ic5t,angel.doyle@hernandezltd.com,Angel,Doyle,,Active,Security Management,,,31,False,,False,False
003YMrfF0rir1agkKj,001HRsYwP8KXSQbD7W,martin.galvan@torres-pope.com,Martin,Galvan,Director of Cybersecurity,Nurture,Security Leadership,,,31,False,,False,False
0031vfi5jE9VoBNnTv,001s9BvYB9WoYKvSNk,leah.shields@castaneda-ashley.com,Leah,Shields,Director of Cybersecurity,Active,Security Leadership,Manager,2026-04-20 11:30:00,60,False,,False,False
00365oQyqGArXxtG7g,001L2lVSID1u7a67h9,lisa.adams@lewiskennedyandsantana.com,Lisa,Adams,SecOps Manager,Active,Security Management,Director,,47,False,,False,False
003XpKCPoPVGQ9taae,0012WNl7A4dhjkuRv6,kristin.rodriguez@nolanandsons.com,Kristin,Rodriguez,Information Security Manager,Stale,Security Management,,,47,False,,False,False
003pcMdK3nLh7fLxVO,001tUJrhQR6FEecAtp,monica.garrison@martinroseandobrien.com,Monica,Garrison,,Active,,C-Suite,2026-04-20 11:30:00,63,False,,False,False
003C9VQPVpWrdy9qYl,0019enq522wjZRL9Oa,jeffrey.velasquez@flowersmartinandkelly.com,Jeffrey,Velasquez,,Nurture,Security Executive,Director,,62,False,,False,False
003VnN4SgeJpB3jN5P,001mn1uj3a1iipkOba,steven.torres@russellgroup.com,Steven,Torres,Product Manager,Stale,Non-Prospect,Manager,,21,False,,True,False
0036EB0WWHa7YDJ5wQ,001r4Eh0C3BfQ0tveH,laura.perez@mckeegardneranddavenport.com,Laura,Perez,Cybersecurity Manager,Active,,Manager,2026-04-20 11:30:00,73,False,,False,False
003CVOkcxlR3NwfNTi,,andrew.lee@orphan-enterprise.com,Andrew,Lee,Security Director,Active,,,,26,False,,False,False
003E7Y7bvuSznOG61H,001Ybd3Bh4ZucCkJYy,mark.lin@burkemartinezandriggs.com,Mark,Lin,,Stale,Security Operations,,,36,False,,True,False
003D4cRikdtXCkKYgE,001RtsYh0OPk9pkjI7,tammy.ramirez@millerhernandezandreyes.com,Tammy,Ramirez,Security Analyst,Nurture,,,,51,False,,False,False
