lead_id,email,first_name,last_name,title,company,job_persona,job_level,lead_status,lead_source,has_opted_out,email_bounced,mkto_lead_score,is_converted,converted_contact_id,phone,industry,true_entry_date,created_date,mql_date
00QlX1djRigGweRPKu,perry.carrillo@clarkgroup.com,Perry,Carrillo,,"Allen, Sheppard and Mueller",Security Leadership,,Nurture,Enterprise Event,False,False,67,False,,+1-297-974-6886x23924,Cybersecurity,2026-01-06 21:41:08,2026-01-06 21:41:08,
00QnKktQhT66y97cL5,anthony.rogers@nelsongroup.com,Anthony,Rogers,Senior Security Analyst,Spencer-Garcia,Security Operations,Individual Contributor,Open,Webinar,False,False,53,False,,,Finance,2026-03-10 14:57:08,2026-03-10 14:57:08,2026-03-13 01:57:08
00QuanQvWScBAkz2vx,mark.gibson@williamsgroup.com,Mark,Gibson,Vice President Security,Miller-Martin,Security Executive,VP,Working,Executive Dinner,False,False,87,False,,(713)575-0606x85361,,2026-04-17 08:27:08,2026-05-15 03:00:00,
00Q3fKMDb6k3jgmlRS,elijah.martinez@combsplc.com,Elijah,Martinez,Director Security Operations,Flores Inc,Security Leadership,Director,Working,Enterprise Event,False,False,73,False,,(220)347-2779,Cybersecurity,2026-05-17 09:37:08,2026-05-15 03:00:00,
00QPLmbksf0tyEOfHl,jennifer.jones@byrdrubioandsanders.com,Jennifer,Jones,Director Security Operations,Scott,Security Leadership,Director,Open,Direct Inbound,False,False,54,False,,961.243.4103x69711,,2025-12-02 23:31:08,2026-05-15 03:00:00,
00QH8KI0YzH1D2De3S,kevin.sutton@rivassanchezandterry.com,Kevin,Sutton,SecOps Manager,"Robertson, Allen and Thomas",,Manager,Nurture,Direct Inbound,False,False,N/A,False,,296.821.8518,,2026-04-18 13:46:08,2026-05-15 03:00:00,
00QeQmYjKtTYfII1G4,susan.reid@short-garcia.com,Susan,Reid,,Williams-Hughes,,VP,Working,Enterprise Event,False,False,90,True,003WW122qOJDkyMQyy,,Finance,2026-01-01 16:38:08,2026-01-01 16:38:08,2026-01-05 01:38:08
00QdDqxuXt01Q8osUV,joshua.hayes@rivasinc.com,Joshua,Hayes,,Kramer-Cooper,Security Operations,Individual Contributor,Working,Paid Search,False,False,43,False,,001-995-220-5852x77221,Cybersecurity,2026-01-26 03:42:08,2026-05-15 03:00:00,
00QXeRzWGJk2mdcdwm,stacy.miller@hayneshillandsmith.com,Stacy,Miller,Information Security Director,Harris-Moody,Security Leadership,Director,Nurture,Paid Search,False,False,78,True,,386-787-4034x5054,Technology,2026-04-15 05:00:08,2026-05-15 03:00:00,2026-05-02 10:00:08
00QQDikXnL6SRr30Cn,ronald.reese@perkinskennedyandschmidt.com,Ronald,Reese,,Preston-Paul,Security Leadership,Director,Nurture,Paid Search,False,False,87,False,,(877)458-4161,Technology,2026-02-24 02:56:08,2026-05-15 03:00:00,
00QQDururO7OlGod1Y,alicia.campbell@hardy-bray.com,Alicia,Campbell,Cyber Security Manager,"Carter, Garcia and Murphy",,,Open,Direct Inbound,False,False,56,False,,001-362-875-7059x640,Technology,2026-02-19 21:35:08,2026-02-19 21:35:08,2026-03-10 08:35:08
00QvSQND6wskOIsDTS,kelly.raymond@gmail.com,Kelly,Raymond,Director of Cybersecurity,Palmer-Brady,,Director,Nurture,Webinar,False,True,74,False,,,Finance,2026-03-07 09:21:08,2026-05-15 03:00:00,2026-03-25 13:21:08
00QdNJMDmhQGz1j9v9,audrey.harrison@vendorsystems.com,Audrey,Harrison,IT Security Manager,"GREGORY, KIM AND MARTINEZ",Security Management,Manager,Nurture,Webinar,False,False,84,True,003qVkVEVfMNz7xcmx,(469)709-2755x719,Cybersecurity,2026-03-11 00:34:08,2026-05-15 03:00:00,
00QZlPMpQvhxKkZssT,christopher.wright@shepherd.com,Christopher,Wright,SOC Analyst,Edwards-Ramirez  ,Security Operations,,Nurture,Webinar,False,False,36,False,,(578)668-1447,Cybersecurity,2026-04-18 08:36:08,2026-05-15 03:00:00,2026-04-25 11:36:08
00QTKkwOc2pHd9PObQ,chelsea.singh@branchtorresandoliver.com,Chelsea,Singh,IT Security Manager,"HENDRICKS, HENRY AND MARTINEZ",,Manager,Open,Enterprise Event,False,False,72,True,003MRz3FMrWELWZ8wz,001-771-555-1884x422,,2026-02-11 23:31:08,2026-02-11 23:31:08,2026-02-28 03:31:08
00Q4QDoafgJE6WeS4N,justin.heath@hallltd.com,Justin,Heath,Cyber Security Manager,Galloway,,,Open,Executive Dinner,False,False,84,False,,(989)857-8291x146,Finance,2026-02-09 21:30:08,2026-02-09 21:30:08,
00Qc0PkwBM2fYly7qx,laura.larson@jonesandsons.com,Laura,Larson,Sales Engineer,Morrow-Jones,,Manager,Working,Webinar,False,False,-16,False,,378.452.8922x680,,2026-04-20 17:11:08,2026-05-15 03:00:00,
00QJBLWL12T3DE3BdO,kevin.powell@morsegonzalesandharrison.com,Kevin,Powell,,Martin-Morris,,,Open,Paid Search,False,False,96,False,,,Cybersecurity,2026-03-05 04:04:08,2026-05-15 03:00:00,
00QATDPNjZ3Ma5FDEk,brenda.smith@vendorsystems.com,Brenda,Smith,Security Researcher,"Jacobson, Singleton and King",,Individual Contributor,Working,Paid Search,False,False,-14,False,,,Education,2026-02-16 13:32:08,2026-05-15 03:00:00,
00QB1BhEOgzIafLMsF,mia.rivera@partnerconsulting.com,Mia,Rivera,,Weber PLC,Security Operations,Individual Contributor,Nurture,Enterprise Event,False,True,41,False,,,Cybersecurity,2025-12-23 01:07:08,2025-12-23 01:07:08,
00QCgOawNXHxg3EYUz,april.dean@boothmurrayandbrown.com,April,Dean,,Vargas PLC,,Individual Contributor,Working,Paid Search,False,False,40,False,,001-295-990-0109x4396,,2026-03-05 16:49:08,2026-05-15 03:00:00,
00QZKVBO7iEGd50DF5,christopher.gay@pierce-tran.com,Christopher,Gay,,"Gardner, May and Turner",Security Operations,Individual Contributor,Working,Webinar,False,False,35,False,,(447)710-2767x7359,Finance,2026-01-21 08:11:08,2026-05-15 03:00:00,
00QVq78CizRUsR1S6N,patrick.weeks@bryantandsons.com,Patrick,Weeks,,"Flores, Travis and Reed",Security Operations,,Nurture,Webinar,False,True,33,False,,881.853.7147x32104,Technology,2026-01-22 02:53:08,2026-05-15 03:00:00,
00QVIK6SP3H2Aagxdd,nicholas.cantu@washingtoncookandhines.com,Nicholas,Cantu,,Estes and Sons,,Director,Working,Webinar,False,False,74,False,,,Cybersecurity,2026-04-08 03:35:08,2026-05-15 03:00:00,
00QMPInOyFXRQcxzWQ,tammie.martinez@vendorsystems.com,Tammie,Martinez,Security Analyst,"edwards, hines and jimenez",,,Open,Paid Search,False,False,48,False,,670-916-8733x9500,Finance,2025-12-18 21:52:08,2025-12-18 21:52:08,
00QHLW7slQlkFxAIiK,cory.lozano@yahoo.com,Cory,Lozano,,"Khan, Pena and Ruiz",,Individual Contributor,Open,Webinar,False,False,-12,False,,,Retail,2026-05-16 23:58:08,2026-05-15 03:00:00,
00QWIeRG7GWjHzv2Pu,norman.stewart@phelps-villarreal.com,Norman,Stewart,,Anderson-Baker,Security Leadership,Director,Open,Enterprise Event,False,False,80,False,,3608983584,Finance,2026-04-30 23:15:08,2026-05-15 03:00:00,
00QMM7Qt46xHr4YxXB,brandon.flynn@bensoninc.com,Brandon,Flynn,,"Cole, Pierce and Bryan",Security Executive,,Open,Paid Search,False,False,78,False,,,Technology,2026-01-13 03:37:08,2026-01-13 03:37:08,2026-02-02 04:37:08
00QnQZmZ2TAYeQbSce,steven.king@vendorsystems.com,Steven,King,,Hester,,Individual Contributor,Working,Direct Inbound,False,False,42,False,,+1-252-239-8680,Finance,2026-03-11 20:13:08,2026-05-15 03:00:00,
00QdUc0wFrQLr5xYbj,steven.roberts@estrada-nolan.com,Steven,Roberts,,Reeves Group,,Director,Working,Direct Inbound,False,False,N/A,False,,925.695.2694x95888,Cybersecurity,2025-12-16 09:37:08,2025-12-16 09:37:08,2026-01-02 17:37:08
00QJyHfnTTn40ilMph,daniel.james@kiddgroup.com,Daniel,James,Director of Information Security,Cabrera-Richardson,,Director,Nurture,Enterprise Event,False,False,54,False,,001-240-997-4993,Technology,2026-05-13 12:31:08,2026-05-13 12:31:08,
00Q6wPorelEuOQjJY7,john.campos@phamrobinsonandlee.com,John,Campos,,Warren Ltd,,,Working,Direct Inbound,False,False,89,True,003BWEgOfrZ3mTMT30,(830)491-3075,Cybersecurity,2025-12-07 21:16:08,2026-05-15 03:00:00,2025-12-23 04:16:08
00QJVncq3HOjy3K1iF,alyssa.mcintyre@buchananllc.com,Alyssa,Mcintyre,,Vuaghn-Jenkins,,,Working,Paid Search,False,False,67,False,,001-702-783-8578x6527,,2026-01-19 16:09:08,2026-05-15 03:00:00,
00QJ2jT6cVoqoPGXy4,amanda.gibson@diazgibbsandsmith.com,Amanda,Gibson,Security Operations Manager,"Ingram, Le and Schneider",,Manager,Working,Referral,False,False,54,False,,934.784.3443,Cybersecurity,2026-03-24 02:03:08,2026-05-15 03:00:00,
00QxK3ep8nzYvX3a2B,sophia.torres@turnerortizandtaylor.com,Sophia,Torres,,Bailey-Peck,Non-Prospect,Manager,Nurture,Paid Search,False,False,-2,False,,,Education,2026-04-29 23:23:08,2026-05-15 03:00:00,
00QhPDKOzphKiF3jk5,joshua.vaughn@gilbert-crosby.com,Joshua,Vaughn,Vice President Information Security,Berry PLC,Security Executive,,Open,Direct Inbound,False,False,71,False,,(624)604-1574x733,Cybersecurity,2026-05-09 14:09:08,2026-05-09 14:09:08,
00QDnziKVMFkQ5Kexi,melanie.gibson@lopez-martinez.com,Melanie,Gibson,,Rodriguez Ltd,,,Working,Enterprise Event,False,False,76,False,,+1-883-930-1657x12082,,2025-12-24 01:35:08,2026-05-15 03:00:00,2026-01-10 09:35:08
00QO3Ha6QAA2RA6DVv,brent.cook@lewisfowlerandmaddox.com,Brent,Cook,SecOps Manager,SANTOS-AVILA,Security Management,Manager,Nurture,Webinar,False,False,63,False,,2198380262,Finance,2026-01-11 07:21:08,2026-05-15 03:00:00,
00QWJhaOQtwjOp1Awr,david.king@outlook.com,David,King,Senior Security Analyst,Lopez-Curry  ,Security Operations,Individual Contributor,Nurture,Cold Outreach,False,False,31,False,,9044991547,Cybersecurity,2026-03-13 02:15:08,2026-05-15 03:00:00,2026-03-25 13:15:08
00QhoW6gFWXMQdyNXZ,alicia.reese@williams-harmon.com,Alicia,Reese,Vice President Information Security,"MCDONALD, LEE AND RODRIGUEZ",Security Executive,,Nurture,Executive Dinner,False,False,79,False,,720-354-9329x668,Technology,2026-02-17 00:56:08,2026-05-15 03:00:00,
00QL6YNBmOXrcLFokc,ronald.rodriguez@lutzgroup.com,Ronald,Rodriguez,,caldwell-lopez,Partner / Channel,,Open,Cold Outreach,True,False,69,False,,204.663.7454,Retail,2025-12-31 14:04:08,2026-05-15 03:00:00,2026-01-02 14:04:08
00Q4ITIKvYo7CzakFI,cory.miles@schmidtchavezandjacobs.com,Cory,Miles,Cyber Security Manager,"Ward, Young and Contreras",,,Working,Direct Inbound,False,False,57,False,,+1-784-814-5933x27279,Cybersecurity,2025-12-04 06:13:08,2025-12-04 06:13:08,2025-12-22 13:13:08
00Q7CCKbheN9Pot7Ga,thomas.davis@scottmckayandmcdaniel.com,Thomas,Davis,Vice President Security,"Dunn, Ruiz and Medina",,VP,Nurture,Webinar,False,False,87,False,,391.287.8519,,2026-03-11 09:24:08,2026-05-15 03:00:00,
00Q6Q4EmT2mmpMjg5P,karen.parrish@gomez-ortega.com,Karen,Parrish,Director of Information Security,"Leach, Harris and Herrera",Security Leadership,Director,Open,Paid Search,False,False,67,False,,813.997.1870x728,Finance,2026-01-03 12:06:08,2026-05-15 03:00:00,2026-01-09 00:06:08
00QnJdXDHFyQk8RCQa,lindsay.bruce@partnerconsulting.com,Lindsay,Bruce,,"Brown, Ford and Roman",,Manager,Nurture,Enterprise Event,False,False,82,False,,2393106518,Technology,2026-01-30 01:16:08,2026-05-15 03:00:00,
00QnRx0rliJogqoAxj,teresa.davis@sandovaljonesandfigueroa.com,Teresa,Davis,Partner Alliance Manager,Johnson-Ortiz,Partner / Channel,Manager,Nurture,Webinar,False,False,54,False,,,Healthcare,2025-12-20 04:03:08,2026-05-15 03:00:00,
00QsIJyQdYDNBuwI5p,roger.lawson@williamsmillerandramos.com,Roger,Lawson,,"BREWER, FISHER AND HANEY",,VP,Nurture,Enterprise Event,False,False,97,False,,(261)282-5128x6823,Cybersecurity,2026-04-16 11:15:08,2026-05-15 03:00:00,
00QWBeMC71N5ALz4ev,katrina.duran@brownharrisanddougherty.com,Katrina,Duran,,Ford-Ball,,Manager,Nurture,Enterprise Event,False,False,63,False,,837.252.4310,Cybersecurity,2026-02-26 21:00:08,2026-05-15 03:00:00,
00Qk0hopUUnyf6DdVG,andrew.morse@outlook.com,Andrew,Morse,Security Analyst,Harris,,,Nurture,Webinar,False,False,49,False,,+1-703-706-7383x02843,Finance,2026-03-19 05:57:08,2026-03-19 05:57:08,
00Qkcw41C15Ii6HKCU,brianna.warren@richard-sanchez.com,Brianna,Warren,Vice President Information Security,Turner and Sons,Security Executive,VP,Open,Webinar,False,False,84,False,,(744)808-9268x70568,Cybersecurity,2026-02-06 11:14:08,2026-02-06 11:14:08,
00QaGVirHQEUsVXLXH,jeffrey.maxwell@harrell-reese.com,Jeffrey,Maxwell,,Hernandez-Bennett,Partner / Channel,Manager,Working,Webinar,False,False,55,False,,442.870.8668,Energy,2026-02-23 13:21:08,2026-05-15 03:00:00,
00QGXMRqOGqleigCCR,alyssa.lee@dixoninc.com,Alyssa,Lee,Cyber Security Manager,scott llc,Security Management,,Working,Webinar,False,False,79,False,,(518)930-4699x013,,2026-02-06 21:37:08,2026-05-15 03:00:00,
00QEvtX9CXu07dWeDl,anne.reid@wolfcoleandglass.com,Anne,Reid,IT Security Manager,Booth LLC,,Manager,Working,Paid Search,False,False,69,False,,731.673.9363,Technology,2026-05-22 14:08:08,2026-05-15 03:00:00,2026-05-25 22:08:08
00Qy76jTUIhDswdP8o,miguel.mitchell@murray-jhonson.com,Miguel,Mitchell,Security Operations Manager,Owens-Wong,Security Management,,Working,Paid Search,False,True,83,False,,,,2026-01-28 21:59:08,2026-01-28 21:59:08,2026-02-02 02:59:08
00QEQu8VdwjHgEtINv,rachel.cooper@competitorsec.com,Rachel,Cooper,Information Security Manager,owens-lang,,Manager,Open,Direct Inbound,False,False,81,True,003JHuD1L1jGBYHCWF,,Cybersecurity,2026-01-07 11:03:08,2026-05-15 03:00:00,2026-01-22 14:03:08
00QMwMtd7YlQVjrztf,erika.williams@hughes-schroeder.com,Erika,Williams,Security Operations Manager,Rocha-Wood,,Manager,Open,Cold Outreach,False,False,62,True,003EMKdnSa5O5ZDNwU,420.548.9964,,2026-01-03 23:44:08,2026-01-03 23:44:08,2026-01-16 09:44:08
00QXdMGTZenGgoxlOJ,john.pierce@hall-hudson.com,John,Pierce,Information Security Director,Hall-Hudson,Security Leadership,,Open,Webinar,False,False,83,False,,+1-254-277-7252x28728,Technology,2026-05-04 14:47:08,2026-05-04 14:47:08,
00Quj9Bvt9uxVATLIn,brandon.smith@competitorsec.com,Brandon,Smith,Security Researcher,Landry Ldt,Non-Prospect,Individual Contributor,Disqualified,Paid Search,False,False,-2,False,,(231)920-3875,Finance,2025-12-29 20:04:08,2026-05-15 03:00:00,
00Qa9ntV6Y4FJJfCjq,alexander.moreno@freemansmithandarnold.com,Alexander,Moreno,Senior Security Analyst,"Freeman, Smith and Arnold",Security Operations,Individual Contributor,SQL,Enterprise Event,False,False,58,False,,584-608-6211x823,Technology,2026-03-08 05:26:08,2026-05-15 03:00:00,2026-03-23 16:26:08
00QfNcYxW5u2A5hVU0,nathan.sullivan@adams-sanders.com,Nathan,Sullivan,Information Security Director,adams-sanders,Security Leadership,Director,Open,Enterprise Event,False,False,82,False,,001-833-941-0166,Technology,2026-04-21 18:54:08,2026-05-15 03:00:00,
00QBKFnryifJdyfFVi,george.porter@walshltd.com,George,Porter,,Walsh Ltd,,C-Suite,Working,Direct Inbound,False,False,91,False,,(259)418-0339x74014,Cybersecurity,2026-03-28 13:33:08,2026-03-28 13:33:08,
00QQJgzwlvOVkvYXMB,douglas.hoover@smith-clark.com,Douglas,Hoover,Senior Security Analyst,Smith-Clark,,,MQL,Webinar,False,False,47,False,,,,2025-12-23 15:42:08,2026-05-15 03:00:00,2026-01-01 15:42:08
00QsDuTnHUIM9RPx4G,anne.knight@hickman-evans.com,Anne,Knight,,hickman-evans,,Manager,MQL,Enterprise Event,False,False,88,False,,(785)862-1850x1631,Cybersecurity,2026-05-13 07:55:08,2026-05-15 03:00:00,2026-05-21 17:55:08
00Q1b1Oox8gt1GlFC5,victoria.henry@vendorsystems.com,Victoria,Henry,,Johnson-Nelson,Non-Prospect,Manager,Disqualified,Webinar,False,False,-14,False,,(386)662-9619x431,,2026-03-02 23:15:08,2026-03-02 23:15:08,
00Q98rdpy9966nvyiT,eric.price@jamesltd.com,Eric,Price,Vice President Security,James Ltd  ,Security Executive,VP,Nurture,Webinar,False,False,71,False,,(811)904-7541x212,Technology,2026-04-27 13:56:08,2026-04-27 13:56:08,
00QX1tRGi98i54tI6h,michael.davis@partnerconsulting.com,Michael,Davis,,"Peters, Russell and Johnson",,,Working,Paid Search,False,False,29,False,,+1-456-804-6618x398,Finance,2026-02-14 11:09:08,2026-05-15 03:00:00,
00QNTjlib9MLLKobeW,joseph.thomas@taylorllc.com,Joseph,Thomas,,Taylor LLC,,C-Suite,Converted,Paid Search,False,False,N/A,True,003VaqzU9Ue591EuCp,(564)964-7154,Cybersecurity,2026-04-19 14:23:08,2026-05-15 03:00:00,2026-04-20 20:23:08
00QTxtLUKG2WGBZc9G,adam.foster@competitorsec.com,Adam,Foster,Security Engineer,"Jensen, Ellis and Taylor",Non-Prospect,,Disqualified,Paid Search,False,False,-13,False,,,Healthcare,2026-02-18 10:48:08,2026-05-15 03:00:00,
00QAMdGiZCShW6RizB,ryan.colon@jamesatkinsandalexander.com,Ryan,Colon,,"James, Atkins and Alexander",Security Leadership,Director,MQL,Direct Inbound,False,False,86,False,,+1-992-545-9375x2654,Finance,2026-04-18 21:51:08,2026-05-15 03:00:00,2026-04-21 22:51:08
00QwGxXF6xxV4JOj1l,phillip.wilson@bennett-velasquez.com,Phillip,Wilson,IT Security Manager,Bennett-Velasquez,,Manager,Converted,Direct Inbound,False,False,N/A,True,003C1Ha2oKDzeLpHMI,,Finance,2026-04-09 19:58:08,2026-05-15 03:00:00,2026-04-17 19:58:08
00QjOc0PZs5dzlPLQK,katrina.johnson@gonzalezosbornandwhite.com,Katrina,Johnson,Senior Security Analyst,"Gonzalez, Osborn and White",Security Operations,Individual Contributor,SQL,Paid Search,False,False,66,False,,001-873-874-1672x4342,Cybersecurity,2026-02-22 17:49:08,2026-05-15 03:00:00,2026-03-08 01:49:08
00Qh1uznmdJ8GfSLWR,timothy.morales@coleplc.com,Timothy,Morales,VP Cybersecurity,Cole PLC,,,Converted,Executive Dinner,False,False,75,True,003osmhCXTmMzcvXnN,868.705.8911x35290,Finance,2025-12-20 05:06:08,2026-05-15 03:00:00,2025-12-25 14:06:08
00QesIVhuyJ7ZmZ5DD,jeffrey.burgess@vendorsystems.com,Jeffrey,Burgess,,RODRIGUEZ-GARCIA,Non-Prospect,Manager,Disqualified,Paid Search,False,True,-3,False,,+1-499-737-5679,Manufacturing,2026-02-13 21:34:08,2026-05-15 03:00:00,
00QStHmQX3v8rb8M0J,robert.nixon@webbllc.com,Robert,Nixon,Information Security Analyst,WEBB LLC,Security Operations,,Working,Direct Inbound,False,False,37,False,,725-945-7387,Cybersecurity,2026-05-08 04:41:08,2026-05-15 03:00:00,
00Q6nsgWW4BbDFl5TG,shaun.jones@partnerconsulting.com,Shaun,Jones,Partner Alliance Manager,Kim Ltd,Partner / Channel,,Working,Webinar,False,False,44,False,,4107512382,Healthcare,2026-04-07 21:35:08,2026-04-07 21:35:08,
00QGa5QKfCcGOtJt3t,crystal.lopez@simmonsmurrayandsalinas.com,Crystal,Lopez,,"Simmons, Murray and Salinas",Security Leadership,Director,Nurture,Executive Dinner,True,False,56,False,,,Technology,2025-12-22 03:05:08,2026-05-15 03:00:00,
00QIq6XJkt3Hdb4dxf,james.vargas@reynoldsjohnsonandmendez.com,James,Vargas,Threat Intelligence Analyst,"Reynolds, Johnson and Mendez",,,Working,Direct Inbound,False,False,18,False,,(903)334-1918x2553,Technology,2026-04-09 21:49:08,2026-05-15 03:00:00,
00Q8UCiY5DCQSCon1M,tammy.edwards@lambert-burns.com,Tammy,Edwards,Cyber Security Analyst,Lambert-Burns,Security Operations,,MQL,Webinar,False,False,29,False,,(396)491-5579x2499,Cybersecurity,2026-05-14 05:30:08,2026-05-15 03:00:00,2026-05-25 12:30:08
00QVLhgYXuOXHyzMH8,isaac.steele@wilson-torres.com,Isaac,Steele,Chief Security Officer,Wilson-Torres,Security Executive,,Converted,Direct Inbound,False,False,88,True,0035JEKCIYk7egYVxE,966.692.9662x78282,Cybersecurity,2025-12-04 13:26:08,2026-05-15 03:00:00,2025-12-07 00:26:08
00QY34NajjGyJmQtJ4,christine.glenn@vendorsystems.com,Christine,Glenn,,Lopez Group,Non-Prospect,,Disqualified,Webinar,False,False,2,False,,9728368876,,2026-05-28 01:05:08,2026-05-28 01:05:08,
00QswIdRYw11oRytxx,anthony.juarez@larsenburnsandmiller.com,Anthony,Juarez,CISO,"Larsen, Burns and Miller",Security Executive,,SQL,Paid Search,False,False,93,False,,304-638-4279x7881,,2025-12-10 16:29:08,2026-05-15 03:00:00,2025-12-10 17:29:08
00Q2O8iiX13R5MCAYx,bobby.ball@yahoo.com,Bobby,Ball,,"Morrow, Richardson and Carson  ",,Manager,Open,Paid Search,False,False,9999,False,,+1-736-313-4074,Technology,2026-01-11 02:14:08,2026-05-15 03:00:00,
00QDwJ7eTG1UrGGLpN,lisa.clark@competitorsec.com,Lisa,Clark,Security Engineer,Grimes-Wilson,Non-Prospect,Individual Contributor,Disqualified,Webinar,False,False,2,False,,001-695-496-2923x3095,Retail,2026-01-14 20:07:08,2026-01-14 20:07:08,
00QJuv8skRLsWqNJJO,ashley.farley@yahoo.com,Ashley,Farley,,Werner-Carter,Security Operations,Individual Contributor,Open,Webinar,False,False,44,False,,412.660.4223x25367,Cybersecurity,2026-04-27 01:20:08,2026-05-15 03:00:00,
00QTL4TOwkWolGc97K,nicole.davis@perryhayesandschultz.com,Nicole,Davis,IT Security Manager,"Perry, Hayes and Schultz",Security Management,,Converted,Webinar,False,False,80,True,003NUhkysUUHxRDi1a,545.877.5901x75186,,2026-01-02 20:44:08,2026-05-15 03:00:00,2026-01-13 20:44:08
00QQ7Qc4N7A41uqgOy,maria.morgan@partnerconsulting.com,Maria,Morgan,Security Consultant,Simpson,,,Open,Direct Inbound,False,False,,False,,001-229-375-0017,Education,2026-04-14 10:02:08,2026-05-15 03:00:00,2026-04-16 10:02:08
00QezGQvSpcMdK3nLh,victoria.patterson@competitorsec.com,Victoria,Patterson,Security Engineer,Alexander Inc,Non-Prospect,,Disqualified,Paid Search,True,False,-3,False,,001-824-624-1541x520,Energy,2026-05-01 22:26:08,2026-05-15 03:00:00,
00Q6N5rA4VukeWxud7,jane.smith@lyonsyoungandrios.com,Jane,Smith,,"Lyons, Young and Rios  ",,,SQL,Executive Dinner,False,False,82,False,,,Finance,2026-04-24 02:48:08,2026-05-15 03:00:00,2026-05-07 05:48:08
00QBqceTWbEOacyjuy,april.wallace@miller-wheeler.com,April,Wallace,,Miller-Wheeler,Security Operations,Individual Contributor,Working,Paid Search,False,False,38,False,,3513627136,Cybersecurity,2026-05-13 03:23:08,2026-05-13 03:23:08,2026-05-15 03:23:08
00QYDJ5wQyN7fH7eCV,derrick.ayala@edwardsllc.com,Derrick,Ayala,Senior Security Analyst,Edwards LLC,,Individual Contributor,MQL,Webinar,False,False,45,False,,001-922-518-9092x75326,,2025-12-05 09:06:08,2026-05-15 03:00:00,2025-12-07 19:06:08
00Qcb9oyXNE7Y7bvuS,karen.lawrence@mosleyandsons.com,Karen,Lawrence,Senior Security Analyst,Mosley and Sons,Security Operations,,Converted,Paid Search,False,False,57,True,003TEb4MpOaN4YgLZd,(656)252-3413x8999,,2026-01-02 12:38:08,2026-05-15 03:00:00,2026-01-04 12:38:08
00QKMdmuZTyhQHt7nc,jacob.myers@liuharrisandlawson.com,Jacob,Myers,,"liu, harris and lawson",,Director,Working,Paid Search,False,False,62,False,,+1-703-476-1379x1805,,2026-03-29 02:35:08,2026-05-15 03:00:00,
00QNxj2fa5RKrQXDhi,michael.vega@valencia-carroll.com,Michael,Vega,,Valencia-Carroll,Security Management,,Working,Direct Inbound,False,False,72,False,,001-871-809-1043x00684,Technology,2025-12-25 17:57:08,2026-05-15 03:00:00,
00QzIl98M19FCMmdgj,eric.miller@moralesdavidsonandmedina.com,Eric,Miller,IT Security Manager,"Morales, Davidson and Medina",,Manager,Working,Direct Inbound,False,False,78,False,,683-828-5691,Technology,2026-03-27 09:58:08,2026-05-15 03:00:00,
00QcT5kWEh3SKumPuW,sandy.wilson@competitorsec.com,Sandy,Wilson,,"ASHLEY, ALLEN AND SANCHEZ",,,Disqualified,Paid Search,False,False,-14,False,,+1-690-442-1020x275,Finance,2026-01-30 02:06:08,2026-05-15 03:00:00,
00QnLlxCmwqubJrgCz,joseph.tanner@vendorsystems.com,Joseph,Tanner,Recruiter,Martinez-Norman,,,Disqualified,Webinar,False,False,-13,False,,001-205-964-8149x17785,Retail,2026-04-17 02:02:08,2026-05-15 03:00:00,
00Q1E9KZrTTpuJ3KjJ,patricia.craig@yahoo.com,Patricia,Craig,,"Jackson, Moore and Ayala",,Director,Nurture,Enterprise Event,False,False,49,False,,738-800-0307,Cybersecurity,2025-12-03 17:09:08,2026-05-15 03:00:00,
00QUQznwo9aPkCJK8C,angela.sloan@whiteinc.com,Angela,Sloan,,White Inc,,,Converted,Direct Inbound,False,False,70,True,003cAq6HXWf2Td6P3g,001-263-453-6541x9518,,2025-12-21 18:13:08,2026-05-15 03:00:00,2026-01-01 02:13:08
00QwkIeRm8ohD6J7nU,stephanie.jones@brokcinc.com,Stephanie,Jones,,Brokc Inc,Security Operations,Individual Contributor,Open,Webinar,False,False,31,False,,644.551.8705x349,Finance,2026-01-22 03:44:08,2026-01-22 03:44:08,
00QQHsMX6Y6e3Ce3r7,whitney.parsons@richardson-bonilla.com,Whitney,Parsons,,Richardson-Bonilla,Security Operations,,Converted,Cold Outreach,False,False,38,True,003DATblbXZGuJOWEP,001-883-620-6038x5050,Cybersecurity,2026-03-16 06:54:08,2026-05-15 03:00:00,2026-04-02 08:54:08
00QCJ3tWoxr0jr7MjH,robert.woodward@harris.com,Robert,Woodward,,Harris,,,Nurture,Paid Search,False,False,28,False,,,,2026-03-10 02:29:08,2026-05-15 03:00:00,
00QmRP8jB8Hhb5V65j,bradley.hall@dawsoninc.com,Bradley,Hall,Director Security Operations,Dawson Inc,,,Converted,Cold Outreach,False,False,65,True,0034BQT3iIty0BfdNK,865.471.9182x61990,Finance,2025-12-11 15:46:08,2026-05-15 03:00:00,2025-12-30 02:46:08
00QrbHBPfFmtL64wj0,sara.long@carterllc.com,Sara,Long,Director Security Operations,carter llc,Security Leadership,Director,Open,Direct Inbound,False,False,55,False,,001-455-974-3132x9121,Finance,2026-02-05 21:11:08,2026-05-15 03:00:00,
00QX8A3iKfmD19e7Uf,michael.townsend@edwards-martinez.com,Michael,Townsend,Director Security Operations,Edwards-Martinez  ,,,Working,Enterprise Event,False,False,83,False,,,,2026-02-22 11:02:08,2026-05-15 03:00:00,
